Extract_GAL_Yld_Vol_Dr,Plot
242.747377184,553
253.665340847,554
245.12806193,555
232.355078803,556
235.886039734,557
242.403957791,558
242.112080892,559
239.70231798,560
237.414160834,561
216.113883124,562
177.635913425,563
173.926177979,564
178.375634087,565
208.06265937,566
220.071558634,567
203.571489122,568
176.322721693,569
140.708468119,570
177.259218004,571
199.020399306,572
192.508744982,573
166.690149943,574
146.350153605,575
186.62208218,576
220.971810235,577
199.929758708,578
248.289498223,579
254.457144843,580
241.504357232,581
251.582249959,582
251.078097026,583
242.749069214,584
239.803309123,585
242.765194363,586
245.39894104,587
233.178292169,588
239.750287374,589
250.216300117,590
249.135492961,591
244.702723185,592
243.89519755,593
225.056276109,594
177.658450656,595
178.822718302,596
178.759835137,597
208.009153578,598
216.258005778,599
209.944093492,600
177.67896186,601
144.157478333,602
177.337371826,603
197.006744385,604
192.655600654,605
169.304241604,606
153.75052219,607
189.56151157,608
198.050189548,609
173.394139608,610
254.113082886,611
267.679250081,612
247.592085097,613
247.751985338,614
255.412615458,615
247.222386678,616
237.033620199,617
235.962968614,618
242.219043308,619
235.936669244,620
246.955373128,621
258.014389038,622
257.415066189,623
247.8835161,624
245.423397488,625
232.522750854,626
176.493192885,627
182.988136292,628
190.008517795,629
214.134133233,630
218.224577162,631
213.661115858,632
181.931599935,633
159.887952169,634
185.173583984,635
193.181594849,636
191.949730767,637
182.053632948,638
174.594828288,639
200.049909804,640
244.795393202,641
194.310765584,642
257.073671129,643
272.248162164,644
244.502850003,645
240.229827881,646
250.037823995,647
247.127315945,648
232.881286621,649
231.23779975,650
237.980712891,651
240.727498372,652
254.561416626,653
260.562744141,654
260.37197876,655
251.393824259,656
250.053015815,657
241.012308757,658
184.627212524,659
190.276156108,660
195.039879693,661
213.28662618,662
216.730828179,663
219.738993327,664
193.530741374,665
184.063367208,666
193.756810506,667
187.334316678,668
189.994817098,669
195.052327474,670
198.681467692,671
217.003094143,672
222.098775228,673
214.935950385,674
239.976013184,675
270.706241184,676
238.437145657,677
238.849032932,678
246.44124349,679
242.471203274,680
229.168597751,681
232.380272759,682
241.664272732,683
242.750729031,684
254.719871521,685
257.498609755,686
257.347137451,687
250.499604967,688
246.504508124,689
241.018027412,690
197.983773126,691
201.076227824,692
210.547127618,693
219.918770684,694
217.294767592,695
221.401192559,696
203.691394382,697
198.09433492,698
195.182240804,699
180.622950236,700
189.315648397,701
202.64118788,702
210.069007026,703
228.62196011,704
233.877126058,705
219.238650852,706
245.127141317,707
260.975630018,708
245.12572564,709
245.158199734,710
239.703778585,711
237.733642578,712
235.025817871,713
241.738408407,714
249.782809787,715
246.293891059,716
247.180786133,717
249.014933268,718
255.279678345,719
251.030200534,720
244.491994222,721
241.834504869,722
220.386008369,723
217.850779215,724
228.793448554,725
228.864325629,726
221.673039754,727
222.204225328,728
206.515419854,729
196.673098246,730
190.133829753,731
175.020026313,732
189.333816528,733
204.219896105,734
206.452879164,735
225.165896946,736
228.341471354,737
229.241287231,738
250.219790141,739
248.937980652,740
244.449696859,741
245.743530273,742
230.696464539,743
232.76335907,744
245.927103678,745
244.279383341,746
250.254356384,747
251.191070557,748
244.688652039,749
243.84946696,750
251.132113139,751
252.65171051,752
245.697118123,753
242.558186849,754
238.656621297,755
231.367263794,756
227.169484456,757
229.255355835,758
225.540448507,759
226.599934896,760
206.135505676,761
198.104465485,762
191.30036672,763
178.449488322,764
193.201499939,765
215.61067454,766
207.213205973,767
216.755572001,768
244.968478733,769
246.833204481,770
251.026299371,771
238.937693278,772
244.152192858,773
244.132641262,774
231.091214498,775
227.560224745,776
248.262593587,777
237.889019436,778
243.972974989,779
249.587605794,780
240.81208547,781
238.378348456,782
245.561740451,783
252.196517944,784
243.373757256,785
237.25285848,786
247.533481174,787
239.365178426,788
221.62515937,789
226.044055515,790
225.209072537,791
231.218473646,792
208.744067722,793
207.239695231,794
197.677430895,795
188.784281413,796
200.791719225,797
230.335072835,798
210.707222833,799
204.341066149,800
227.103892008,801
241.887207031,802
244.184778849,803
230.010708279,804
245.653584798,805
244.23385281,806
237.721509298,807
226.08205329,808
241.907552083,809
237.470862495,810
244.394866943,811
246.585208469,812
235.394076029,813
232.091873169,814
241.472349379,815
251.433375041,816
245.999588013,817
235.183649699,818
241.545983209,819
243.085601807,820
224.376212226,821
223.634511312,822
220.196185642,823
228.962666829,824
214.452618069,825
217.033973694,826
205.093911065,827
199.304211087,828
210.941658868,829
230.855851915,830
209.535427517,831
194.56151496,832
194.054034763,833
224.487616645,834
238.808029175,835
215.197423299,836
235.331814236,837
236.016215007,838
239.614941915,839
225.648001777,840
231.188849555,841
238.148023817,842
235.035812378,843
241.157582601,844
237.020070394,845
233.356875949,846
242.888997396,847
252.787399292,848
250.268071493,849
235.513927884,850
231.153679742,851
239.531321208,852
223.861804538,853
221.212938097,854
214.587546455,855
218.109083388,856
218.678180271,857
223.572914124,858
207.5576867,859
218.07957628,860
219.357510037,861
219.469572279,862
203.946679009,863
190.833146837,864
197.22686598,865
211.057788425,866
226.608576457,867
200.198594835,868
229.085020277,869
221.617707994,870
237.402437846,871
223.391942342,872
224.057415432,873
232.634999593,874
240.777603149,875
244.381264581,876
234.402722677,877
228.550169203,878
245.026913113,879
257.814759996,880
242.713873969,881
228.010984633,882
230.364744398,883
238.056162516,884
214.67682902,885
211.472920736,886
202.794845581,887
206.84646776,888
218.105258518,889
220.503107707,890
206.000839233,891
225.014422947,892
219.975424873,893
207.653888279,894
191.603978475,895
170.065606011,896
195.166375054,897
186.039252387,898
198.943859524,899
187.231041802,900
234.382210626,901
209.217700534,902
236.224522909,903
218.153077867,904
224.470162286,905
222.503319634,906
233.468612671,907
236.220472548,908
226.823989868,909
221.357949151,910
238.728773329,911
241.980473836,912
217.964757284,913
216.160903931,914
222.93655565,915
231.747245789,916
206.356894599,917
197.128133138,918
197.792975532,919
202.315304226,920
210.650639852,921
214.105964661,922
198.897203234,923
210.030451457,924
209.610243056,925
198.745173136,926
174.223271688,927
142.672312419,928
204.686800639,929
169.920763652,930
163.963129679,931
173.113761902,932
223.934928894,933
193.713394165,934
234.66847229,935
207.349774679,936
212.897499084,937
208.037455241,938
214.61151123,939
213.457059224,940
210.679698944,941
209.947494507,942
223.9376297,943
221.710009257,944
198.151608785,945
204.404581706,946
210.44060262,947
224.641399384,948
204.415583293,949
186.319498698,950
192.979934692,951
195.541618347,952
197.219835917,953
195.877689362,954
183.592366536,955
191.571095785,956
197.283246358,957
189.262461344,958
185.182398478,959
164.786768595,960
217.345530192,961
156.953613281,962
130.210166083,963
155.579157511,964
222.357545641,965
173.524583605,966
224.828460693,967
185.883951823,968
194.644436306,969
188.602608575,970
218.792838203,971
197.752331204,972
183.313514709,973
182.350014581,974
214.775465224,975
220.832260132,976
183.521896362,977
188.149302165,978
203.564663357,979
219.675890605,980
190.848943075,981
170.727906969,982
169.924909804,983
170.062889947,984
182.053173489,985
169.827189128,986
165.335795085,987
167.066070557,988
182.599236382,989
181.175942315,990
210.029496935,991
176.498357137,992
208.379113091,993
146.010527717,994
127.231051975,995
153.038692051,996
189.002877129,997
182.806001451,998
201.444567362,999
192.671722412,1000
219.199995253,1001
207.920633952,1002
243.109242757,1003
209.363964505,1004
198.244773865,1005
193.677140978,1006
210.660825941,1007
222.926596748,1008
201.319157918,1009
204.703304715,1010
206.391318427,1011
222.718757629,1012
199.031985813,1013
206.560538398,1014
181.965627035,1015
192.525646634,1016
187.827616374,1017
195.515106201,1018
194.757659912,1019
204.262986925,1020
193.193581475,1021
198.920461019,1022
240.046334161,1023
193.200578478,1024
191.016718547,1025
147.190224542,1026
165.964307997,1027
178.707853529,1028
195.798743354,1029
222.45570204,1030
233.0033137,1031
232.428356595,1032
234.390377469,1033
233.176571316,1034
237.352159288,1035
230.824227227,1036
223.816619873,1037
214.424196031,1038
209.210359361,1039
222.301762899,1040
230.368567573,1041
226.330968221,1042
220.275753445,1043
221.139208476,1044
229.600519816,1045
230.103224013,1046
223.529434204,1047
220.581512451,1048
216.378529867,1049
207.859451294,1050
209.231518216,1051
222.27174547,1052
221.998319838,1053
187.816830105,1054
179.239754571,1055
162.632744683,1056
179.453050401,1057
152.103220622,1058
204.515769111,1059
223.141716851,1060
226.470550537,1061
236.898091634,1062
241.252751668,1063
245.795152452,1064
237.851923625,1065
231.015701294,1066
236.739988539,1067
239.313151042,1068
232.352834066,1069
217.774602254,1070
217.287840101,1071
219.266511705,1072
221.842229207,1073
213.317242093,1074
212.289537218,1075
202.222457886,1076
203.188420614,1077
203.742896186,1078
200.456236098,1079
198.567565918,1080
198.88651869,1081
207.101949056,1082
219.375408596,1083
208.222130669,1084
185.669208103,1085
158.072850545,1086
131.339982775,1087
151.737153795,1088
186.412655301,1089
158.350293689,1090
230.216540866,1091
266.448389689,1092
262.676364475,1093
251.006122165,1094
243.926055908,1095
251.494851006,1096
252.7793986,1097
251.390748766,1098
252.578291151,1099
244.936313205,1100
237.925425212,1101
230.762900458,1102
221.87365214,1103
231.401017931,1104
243.664304945,1105
234.691494412,1106
218.01822069,1107
215.985613505,1108
214.24782647,1109
210.887190077,1110
195.758102417,1111
205.813213772,1112
222.320883857,1113
227.056917826,1114
220.43413798,1115
204.838604397,1116
179.883138021,1117
154.862470839,1118
143.615119086,1119
160.709028456,1120
