Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,Crop Flw(M,Crop Flw(V,X,Y,Height
104,2020,6302020,48.81,73.483,45.626,57.34079195,0.217603831,0.201753167,0.32182034,0.620905516,52.53,-0.030663594,-0.057209726,52.56066359,0.387724272,0.416002044,1.505490678,1.539691725,62,4,161.2893989,-93.53945451,44.06555006999999,-93.53941591,44.06551146999999,1155.28186,17.95371866,10222.3125,182.541069,18.11858892,1164.769897,-93.53943521,44.06553077,0.24265
1040,2020,6302020,62.067,91.593,57.087,71.8807246,0.211788053,0.192151503,0.305737629,0.623268154,64.032,-0.022297826,-0.055380148,64.05429783,0.37061894,0.406122795,1.475711731,1.51739017,16,20,216.0317813,-93.53767891,44.06493247,-93.53764031,44.06489386999999,1148.770142,16.86748695,12194.59717,217.7603989,22.96649742,1476.396973,-93.53765961,44.06491317,0.25259
1041,2020,6302020,45.094,67.447,41.527,52.62147335,0.217922037,0.198620947,0.314768919,0.615698252,48.273,-0.02800971,-0.060422671,48.30100971,0.382165363,0.416785658,1.495697876,1.537309632,15,1,167.0295148,-93.53764031,44.06566587,-93.53760171,44.06562726999999,1156.835388,17.61655092,9648.411621,172.2928696,18.32760429,1178.230011,-93.53762101,44.06564656999999,0.18319
1042,2020,6302020,45.058,68.528,41.309,53.01805865,0.226874583,0.206627577,0.324722941,0.602804693,50.689,-0.035164466,-0.069049356,50.72416447,0.396333705,0.432304141,1.520884194,1.565522499,15,2,153.4245971,-93.53764031,44.06562726999999,-93.53760171,44.06558866999999,1155.956726,17.59195995,9037.25293,161.3793373,16.06394291,1032.938461,-93.53762101,44.065607969999995,0.1884
1043,2020,6302020,46.998,71.957,44.758,55.94610626,0.221317945,0.209818839,0.336388264,0.622010367,52.158,-0.037625601,-0.056781074,52.1956256,0.40194258,0.422212215,1.531065152,1.556166889,15,3,168.839284,-93.53764031,44.06558867,-93.53760171,44.06555006999999,1155.32608,17.8272047,9246.896484,165.1229668,16.1838398,1040.618774,-93.53762101,44.06556936999999,0.19747
1044,2020,6302020,42.67,66.499,40.637,51.29721133,0.229726544,0.218276251,0.347706181,0.611091896,49.691,-0.045131704,-0.064130943,49.7361317,0.416699073,0.436662363,1.558448559,1.583989892,15,4,156.5179857,-93.53764031,44.06555006999999,-93.53760171,44.06551146999999,1155.325806,18.03040409,9424.281006,168.2905426,17.7876811,1143.479889,-93.53762101,44.06553077,0.21542
1045,2020,6302020,41.192,63.65,39.393,49.32853067,0.224715588,0.214208046,0.343137405,0.618900236,46.715,-0.041468437,-0.058930218,46.75646844,0.409620615,0.428030753,1.545202952,1.56835247,15,5,154.2156846,-93.53764031,44.06551147,-93.53760171,44.065472869999994,1155.230682,17.96763611,8638.279541,154.2547913,12.98123145,834.6091460999999,-93.53762101,44.06549217,0.20808
1046,2020,6302020,44.794,68.057,42.275,52.99507307,0.2197524,0.206139068,0.3296163,0.621170489,49.045,-0.03445844,-0.057192218,49.07945844,0.39547317,0.419603371,1.519332946,1.548899786,15,6,154.0658697,-93.53764031,44.065472869999994,-93.53760171,44.06543426999999,1154.869324,17.83466959,9367.705566,167.2802467,17.74157238,1140.60379,-93.53762101,44.06545356999998,0.19804
1047,2020,6302020,48.232,72.914,45.677,56.94782861,0.216566487,0.203737639,0.327048192,0.626450339,51.919,-0.032304898,-0.053746786,51.9513049,0.391235474,0.414035498,1.511734948,1.539384136,15,7,178.4110618,-93.53764031,44.06543427,-93.53760171,44.065395669999994,1154.444275,17.77820301,10503.84741,187.5684853,20.75473976,1334.232941,-93.53762101,44.06541496999999,0.19771
1048,2020,6302020,46.489,70.591,43.416,54.86123543,0.221894784,0.205859242,0.327188315,0.615035911,51.277,-0.034308643,-0.061114296,51.31130864,0.394980009,0.423443778,1.518445224,1.553421679,15,8,187.7551707,-93.53764031,44.065395669999994,-93.53760171,44.06535706999999,1154.045105,17.7910037,10838.36255,193.5419693,20.84871101,1340.272858,-93.53762101,44.06537637,0.21273
1049,2020,6302020,45.32,69.475,42.804,53.89143544,0.223830117,0.210418572,0.335528052,0.616106513,50.826,-0.038242628,-0.060593024,50.86424263,0.402994184,0.426636091,1.532987643,1.562423999,15,9,187.5215578,-93.53764031,44.06535707,-93.53760171,44.06531847,1153.280212,17.81215477,10778.57666,192.4743652,20.48543453,1316.915527,-93.53762101,44.06533777,0.25037
105,2020,6302020,58.197,86.375,55.029,68.00912261,0.208143341,0.194906344,0.314686799,0.637094067,59.524,-0.024544967,-0.046765297,59.54854497,0.375546256,0.399329709,1.484183033,1.512106401,62,5,209.426925,-93.53945451,44.06551147,-93.53941591,44.065472869999994,1156.774628,18.00624228,11536.83545,206.0146828,15.36598063,987.8883209,-93.53943521,44.06549217,0.25116
1050,2020,6302020,43.253,67.618,40.695,51.95863405,0.233995182,0.219759901,0.347198472,0.601836789,51.288,-0.046605439,-0.07023343,51.33460544,0.419271339,0.444069278,1.563313527,1.595373308,15,10,179.9770139,-93.53764031,44.06531847,-93.53760171,44.06527986999999,1152.667053,17.76953936,10860.16162,193.9312439,21.14608431,1359.389252,-93.53762101,44.06529916999999,0.23556
1051,2020,6302020,43.18,67.322,41.604,52.05015818,0.227227154,0.218475684,0.350402044,0.617985205,49.86,-0.045165871,-0.059671545,49.90516587,0.417045126,0.432282396,1.559101436,1.57852515,15,11,190.7705266,-93.53764031,44.06527987,-93.53760171,44.06524127,1152.080139,17.66733122,11174.61572,199.5464859,21.77870989,1400.053497,-93.53762101,44.06526056999999,0.2268
1052,2020,6302020,40.21,63.529,39.558,49.04967993,0.228646302,0.224785278,0.363331827,0.622676258,47.29,-0.050489543,-0.05685953,47.34048954,0.427947067,0.434600576,1.579930366,1.588554656,15,12,191.3703474,-93.53764031,44.06524127,-93.53760171,44.06520266999999,1151.45578,17.6191268,11490.18018,205.1815643,22.08225155,1419.565582,-93.53762101,44.06522197,0.23899
1053,2020,6302020,40.145,63.868,39.866,49.26134524,0.229726542,0.22807726,0.369822439,0.624193649,47.725,-0.053273932,-0.055988713,47.77827393,0.433599029,0.436426187,1.590932868,1.594631889,15,13,190.6665724,-93.53764031,44.06520267,-93.53760171,44.06516407,1150.882813,17.60356522,11531.5415,205.9201508,22.34989166,1436.754822,-93.53762101,44.06518337,0.23242
1054,2020,6302020,41.312,65.163,40.815,50.39431892,0.226869002,0.224005635,0.363250076,0.626352378,48.199,-0.049739969,-0.054463983,48.24873997,0.426604867,0.431542382,1.577338304,1.583708463,15,14,191.5307723,-93.53764031,44.06516407,-93.53760171,44.06512546999999,1150.431641,17.6286726,11349.52148,202.669796,21.97438335,1412.620239,-93.53762101,44.06514476999999,0.26136
1055,2020,6302020,46.849,72.618,45.51,56.3896055,0.22255098,0.215699733,0.348432197,0.626704123,52.877,-0.042608364,-0.05397116,52.91960836,0.412220348,0.424183087,1.550043758,1.56508378,15,15,192.2170438,-93.53764031,44.06512547,-93.53760171,44.06508687,1149.794586,17.62405586,11070.80127,197.692646,21.36917353,1373.727386,-93.53762101,44.06510616999999,0.25267
1056,2020,6302020,56.371,85.305,54.427,66.87533425,0.212545486,0.204226545,0.331625577,0.638028252,59.812,-0.03256248,-0.046440901,59.84456248,0.392099227,0.406845752,1.513278104,1.531066715,15,16,190.4147564,-93.53764031,44.06508687,-93.53760171,44.06504826999999,1149.261475,17.56436157,10996.27759,196.3618546,21.66770124,1392.920044,-93.53762101,44.06506757,0.25069
1057,2020,6302020,55.596,83.695,52.438,65.43574987,0.215507726,0.201728755,0.323523655,0.62653683,59.356,-0.030567103,-0.053626734,59.3865671,0.387681028,0.412240842,1.505414059,1.535017428,15,17,191.6942899,-93.53764031,44.06504827,-93.53760171,44.06500967,1148.701843,17.52589655,11014.00244,196.6783714,21.74385357,1397.817139,-93.53762101,44.06502897,0.2442
1058,2020,6302020,53.636,80.93,49.994,63.04994167,0.219330295,0.202829838,0.322730927,0.617743729,58.23,-0.031640659,-0.059267447,58.26164066,0.389630308,0.41903659,1.508874636,1.54462293,15,18,190.8520884,-93.53764031,44.06500967,-93.53760171,44.06497106999999,1148.115906,17.51511574,11021.85107,196.8185387,21.63131237,1390.580688,-93.53762101,44.06499036999999,0.2461
1059,2020,6302020,57.057,85.536,53.198,66.83795266,0.216179037,0.199722287,0.318574864,0.621936962,60.817,-0.028888968,-0.056482678,60.84588897,0.384122321,0.413562838,1.499132447,1.534503001,15,19,189.7657498,-93.53764031,44.06497107,-93.53760171,44.06493247,1147.703735,17.49595976,11126.95654,198.6954041,21.61199617,1389.336212,-93.53762101,44.06495176999999,0.2607
106,2020,6302020,56.788,85.281,53.387,66.70306758,0.215101679,0.200557476,0.321294062,0.626012828,60.387,-0.029560617,-0.053921087,60.41656062,0.385604659,0.411574652,1.501743326,1.532946938,62,6,228.1031279,-93.53945451,44.065472869999994,-93.53941591,44.06543426999999,1158.128357,17.94720173,12497.37891,223.1672401,21.39988947,1375.691895,-93.53943521,44.06545356999998,0.23919
1060,2020,6302020,60.348,89.391,56.073,70.18265055,0.211247853,0.193957486,0.310069823,0.627277914,62.361,-0.023826599,-0.052906536,62.3848266,0.373850886,0.405011125,1.4812587,1.517947114,15,20,187.4451896,-93.53764031,44.06493247,-93.53760171,44.06489386999999,1147.417297,17.47113133,11254.65503,200.9757271,22.09945393,1420.667175,-93.53762101,44.06491317,0.27087
