Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,Crop Flw(M,Crop Flw(V,X,Y
"1007","2020","6182020","40.731","50.127","32.332","41.70167348","0.156885937","0.103414119","0.160544032","0.645001696","27.191","0.055981817","-0.039469113","27.13501818","0.204639722","0.312249795","1.230684245","1.329058338","17","7","203.9852171","-93.5377175099999931","44.0654342699999972","-93.5376789099999968","44.0653956699999938","1157.762694999999894","16.473908900000001","11262.116700000000492","201.109001199999994","21.471961499999999","1380.339539000000059","-93.537698210000002","44.065414969999992"
"1008","2020","6182020","38.997","48.703","31.174","40.2681284","0.162522303","0.110672748","0.171708594","0.640083773","27.235","0.049571816","-0.042561031","27.18542818","0.218667161","0.322295033","1.24889094","1.345565959","17","8","208.3828139","-93.5377175099999931","44.0653956699999938","-93.5376789099999968","44.0653570699999904","1157.305573000000095","16.478264329999998","11584.379150000000664","206.863677999999993","21.500396729999999","1382.170806999999968","-93.537698210000002","44.065376369999996"
"1009","2020","6182020","35.754","45.762","29.211","37.53128331","0.169717999","0.122773443","0.19133926","0.638324374","26.559","0.03877645","-0.04395134","26.52022355","0.241900641","0.334467704","1.279912737","1.369022246","17","9","205.0081289","-93.5377175099999931","44.0653570699999975","-93.5376789099999968","44.0653184699999940","1156.653563999999960","16.497314930000002","11519.512699999999313","205.705356599999988","20.916453359999998","1344.639586999999892","-93.537698210000002","44.065337769999999"
"101","2020","6182020","29.201","38.343","24.741","31.27832653","0.174112748","0.13534881","0.21358316","0.645254675","22.744","0.027506095","-0.040153871","22.7164939","0.265827839","0.341014083","1.31307147","1.387579463","62","1","186.8314951","-93.5394545099999988","44.0656658699999966","-93.5394159100000024","44.0656272699999931","1155.429382000000032","17.205594540000000","10678.294920000000275","190.683612799999992","20.221013549999999","1299.921172999999953","-93.539435209999994","44.065646569999991"
"1010","2020","6182020","38.515","47.269","29.113","39.00995751","0.165941073","0.102047002","0.15447054","0.615900484","26.91","0.057895332","-0.056666406","26.85210467","0.201990557","0.331701053","1.22728807","1.347163514","17","10","203.7018765","-93.5377175099999931","44.0653184699999940","-93.5376789099999968","44.0652798699999906","1155.990082000000029","16.499809740000000","11669.579589999999371","208.385116600000003","21.131569859999999","1358.461761000000024","-93.537698210000002","44.065299169999989"
"1011","2020","6182020","36.551","46.412","29.068","38.01314671","0.171702126","0.118860215","0.18296688","0.626303542","27.205","0.042482884","-0.051028733","27.16251712","0.234408761","0.339373949","1.26978742","1.370437486","17","11","216.683791","-93.5377175099999931","44.0652798699999977","-93.5376789099999968","44.0652412699999942","1155.290314000000080","16.462675569999998","12157.656250000000000","217.100753800000007","21.705218790000000","1395.325378000000001","-93.537698210000002","44.065260569999992"
"1012","2020","6182020","34.944","45.64","29.091","37.19488772","0.1754177","0.132731063","0.207717554","0.637401402","27.245","0.029921131","-0.044792341","27.21507887","0.260866305","0.344065546","1.306089744","1.388303664","17","12","226.1891448","-93.5377175099999931","44.0652412699999942","-93.5376789099999968","44.0652026699999908","1154.617126000000098","16.415953640000001","12618.348389999999199","225.327392599999996","23.232010370000001","1493.468323000000055","-93.537698210000002","44.065221970000003"
"1013","2020","6182020","36.368","46.559","29.471","38.11785122","0.171612449","0.122891218","0.190642772","0.632981808","27.279","0.038756917","-0.047150305","27.24024308","0.242125791","0.338300666","1.280218874","1.373078286","17","13","230.3434268","-93.5377175099999931","44.0652026699999979","-93.5376789099999968","44.0651640699999945","1154.195067999999992","16.371092800000000","12705.842290000000503","226.889770499999997","23.336113930000000","1500.164856000000100","-93.537698210000002","44.065183370000000"
"1014","2020","6182020","33.206","43.894","27.892","35.62436122","0.179264672","0.138625162","0.217200455","0.635439923","26.69","0.024710454","-0.046148278","26.66528955","0.272022878","0.350700607","1.321869542","1.400905969","17","14","224.6023824","-93.5377175099999931","44.0651640699999945","-93.5376789099999968","44.0651254699999910","1153.618073000000095","16.380446910000000","12528.534419999999955","223.723564100000004","22.835105420000001","1467.950133999999935","-93.537698210000002","44.065144769999989"
"1015","2020","6182020","32.699","43.796","27.924","35.43568819","0.181958641","0.145068305","0.228469663","0.637592474","26.969","0.018986966","-0.04503395","26.95001303","0.284156588","0.354977071","1.339368176","1.411657709","17","15","219.2117571","-93.5377175099999931","44.0651254699999981","-93.5376789099999968","44.0650868699999947","1152.998779000000013","16.386171820000001","12148.697270000000572","216.940769200000005","22.127603050000001","1422.477570000000014","-93.537698210000002","44.065106169999993"
"1016","2020","6182020","32.895","43.452","27.697","35.29533084","0.178391278","0.138276553","0.216998972","0.637415999","26.312","0.024999039","-0.044944447","26.28700096","0.271364507","0.349026246","1.320930233","1.398794881","17","16","215.592959","-93.5377175099999931","44.0650868699999947","-93.5376789099999968","44.0650482699999912","1152.425719999999956","16.359599589999998","11927.256349999999657","212.986473100000012","21.969994069999998","1412.351775999999973","-93.537698210000002","44.065067569999997"
"1017","2020","6182020","31.617","42.487","27.176","34.3672074","0.18210716","0.146685739","0.231631435","0.639630946","26.181","0.017543444","-0.043844787","26.16345656","0.287192051","0.355026523","1.343802385","1.413270209","17","17","217.3866381","-93.5377175099999931","44.0650482699999984","-93.5376789099999968","44.0650096699999949","1151.811339999999973","16.326880460000002","11943.496090000000549","213.276447300000001","21.905785560000002","1408.231262000000015","-93.537698210000002","44.065028970000000"
"1018","2020","6182020","30.789","41.994","26.829","33.81939186","0.186220923","0.153950785","0.243830787","0.638876982","26.37","0.011149259","-0.044506686","26.35885074","0.300772996","0.362017997","1.363928676","1.427914146","17","18","221.781268","-93.5377175099999931","44.0650096699999949","-93.5376789099999968","44.0649710699999915","1151.213195999999925","16.313090800000001","12155.728520000000572","217.066307099999989","22.192115780000002","1426.630981000000020","-93.537698210000002","44.064990369999990"
"1019","2020","6182020","29.895","40.897","25.665","32.78702924","0.19099553","0.155413041","0.243800829","0.627552143","26.234","0.009911152","-0.051484081","26.22408885","0.303495686","0.371055862","1.368021408","1.439317385","17","19","225.2607456","-93.5377175099999931","44.0649710699999986","-93.5376789099999968","44.0649324699999951","1150.704132000000072","16.307682040000000","12485.278319999999439","222.951122300000009","23.141495710000001","1487.651763999999957","-93.537698210000002","44.064951769999986"
"102","2020","6182020","30.766","39.947","25.555","32.63621501","0.173057299","0.129834684","0.203308384","0.639722632","23.573","0.032465617","-0.043316575","23.54053438","0.255364674","0.339858009","1.298413833","1.381183301","62","2","173.0342805","-93.5394545099999988","44.0656272699999931","-93.5394159100000024","44.0655886699999897","1154.742522999999892","17.379160400000000","10048.247799999999188","179.432781199999994","18.731346609999999","1204.176787999999988","-93.539435209999994","44.065607969999988"
"1020","2020","6182020","29.945","41.59","26.325","33.26377785","0.192972392","0.162787447","0.257575758","0.632964655","26.91","0.00340282","-0.048385449","26.90659718","0.317169968","0.373873977","1.388879613","1.449766066","17","20","231.0356541","-93.5377175099999931","44.0649324699999951","-93.5376789099999968","44.0648938699999917","1150.259949000000006","16.334945200000000","12737.001710000000458","227.446182300000004","23.720077520000000","1524.838989000000083","-93.537698210000002","44.064913169999997"
"1021","2020","6182020","37.988","47.356","31.143","39.39359224","0.156131174","0.109767529","0.17283814","0.65763578","25.581","0.050024466","-0.032242224","25.53097553","0.216921392","0.309293167","1.246604191","1.331869934","16","1","164.1053055","-93.5376789099999968","44.0656658699999966","-93.5376403100000005","44.0656272699999931","1157.022277999999915","17.702334400000002","9590.783691000000545","171.263809199999997","18.179075240000000","1168.705382999999983","-93.537659609999992","44.065646569999991"
"1022","2020","6182020","36.469","46.182","30.316","38.21790567","0.160723599","0.117518239","0.185592816","0.656446234","25.579","0.043150655","-0.033103473","25.53584935","0.231834717","0.31719121","1.266335792","1.346705964","16","2","153.7800129","-93.5376789099999968","44.0656272699999931","-93.5376403100000005","44.0655886699999897","1156.312987999999905","17.604258540000000","9025.480956999999762","161.169120800000002","15.412653920000000","991.149993900000027","-93.537659609999992","44.065607969999988"
"1023","2020","6182020","34.783","44.73","28.692","36.6690644","0.169908785","0.12509904","0.195726176","0.641448692","25.985","0.036654498","-0.04215332","25.9483455","0.246342872","0.334397155","1.285973033","1.371111366","16","3","189.1129384","-93.5376789099999968","44.0655886699999968","-93.5376403100000005","44.0655500699999934","1155.695312999999942","17.856029509999999","9427.873535000000629","168.354698200000001","15.071584700000001","969.162567100000047","-93.537659609999992","44.065569369999992"
"1024","2020","6182020","34.43","44.357","28.274","36.29686591","0.171776143","0.125997944","0.196523667","0.637419122","26.01","0.035914105","-0.044585797","25.97408589","0.24805785","0.338001969","1.288324136","1.375666673","16","4","159.6133057","-93.5376789099999968","44.0655500699999934","-93.5376403100000005","44.0655114699999899","1156.019225999999890","17.933208470000000","9923.223632999999609","177.200218199999995","16.806053160000001","1080.330443999999943","-93.537659609999992","44.065530769999995"
"1025","2020","6182020","40.946","50.738","32.392","42.03237333","0.160959649","0.106801623","0.165148755","0.638416966","28.138","0.053083594","-0.043434669","28.08491641","0.211194241","0.319950834","1.239144239","1.339715279","16","5","150.395956","-93.5376789099999968","44.0655114699999970","-93.5376403100000005","44.0654728699999936","1156.548156999999946","17.598501209999998","9355.849120999999286","167.068511999999998","13.744011400000000","883.639984099999992","-93.537659609999992","44.065492169999999"
"1026","2020","6182020","38.175","48.276","30.899","39.76032781","0.165903904","0.116840754","0.181829637","0.640048886","27.478","0.04404772","-0.042755859","27.43395228","0.230534308","0.327907821","1.26459725","1.356854133","16","6","164.0984223","-93.5376789099999968","44.0654728699999936","-93.5376403100000005","44.0654342699999901","1156.432616999999937","17.124186519999999","9736.155762000000323","173.859703099999990","18.370263099999999","1180.987793000000011","-93.537659609999992","44.065453569999981"
"1027","2020","6182020","40.106","49.728","32.241","41.31524053","0.157791191","0.107108667","0.167068915","0.648347008","27.109","0.052593897","-0.037604751","27.0564061","0.21178765","0.313286747","1.239914227","1.333399614","16","7","200.7439648","-93.5376789099999968","44.0654342699999972","-93.5376403100000005","44.0653956699999938","1156.483154000000013","16.974801060000001","10981.958010000000286","196.106170700000007","21.213780400000001","1363.742858999999953","-93.537659609999992","44.065414969999992"
"1028","2020","6182020","39.515","49.027","31.699","40.70179584","0.158565116","0.107429243","0.167338107","0.646562098","26.84","0.052344874","-0.038659026","26.78765513","0.212407086","0.314821521","1.240718714","1.335201779","16","8","200.9155621","-93.5376789099999968","44.0653956699999938","-93.5376403100000005","44.0653570699999904","1155.673401000000013","17.031695370000001","11355.793460000000778","202.781806899999992","21.264902119999999","1367.031128000000081","-93.537659609999992","44.065376369999996"
"1029","2020","6182020","34.817","45.419","28.692","36.96097002","0.177062074","0.132135201","0.205688344","0.631718003","27.329","0.030522914","-0.04819881","27.29847709","0.259735496","0.347474398","1.304506419","1.391324349","16","9","199.3483478","-93.5376789099999968","44.0653570699999975","-93.5376403100000005","44.0653184699999940","1155.112853999999970","17.060090070000001","11330.691890000000058","202.333572400000008","20.861184120000001","1341.085448999999926","-93.537659609999992","44.065337769999999"
"103","2020","6182020","29.695","39.379","25.393","32.02760848","0.176845031","0.140197469","0.221698221","0.64483608","23.67","0.023225042","-0.040530556","23.64677496","0.274989921","0.345660153","1.326115508","1.397060251","62","3","170.8918147","-93.5394545099999988","44.0655886699999968","-93.5394159100000024","44.0655500699999934","1154.393004999999903","17.723694800000001","9490.776122999999643","169.477928200000008","16.776778700000001","1078.668609999999944","-93.539435209999994","44.065569369999992"
"1030","2020","6182020","35.839","46.214","28.837","37.64633796","0.176647316","0.126442665","0.194960162","0.623988402","27.752","0.035716476","-0.052684642","27.71628352","0.248905886","0.34779646","1.289489104","1.386292297","16","10","201.3937959","-93.5376789099999968","44.0653184699999940","-93.5376403100000005","44.0652798699999906","1154.460205000000087","17.002799029999998","11428.670899999999165","204.083190900000005","21.147230149999999","1359.467407000000094","-93.537659609999992","44.065299169999989"
"1031","2020","6182020","35.097","45.714","28.967","37.24091072","0.17598333","0.131380629","0.204787439","0.633657085","27.364","0.03117018","-0.047005775","27.33282982","0.258302728","0.3454502","1.302504488","1.388482035","16","11","209.5923099","-93.5376789099999968","44.0652798699999977","-93.5376403100000005","44.0652412699999942","1153.923888999999917","16.952236180000000","11854.116210000000137","211.680412300000000","21.519044879999999","1383.360779000000093","-93.537659609999992","44.065260569999992"
"1032","2020","6182020","34.429","45.311","29.294","36.95303866","0.174278402","0.136468523","0.215715815","0.646509678","26.899","0.026501825","-0.039431737","26.87249817","0.267946894","0.341163636","1.316070754","1.388793793","16","12","210.577367","-93.5376789099999968","44.0652412699999942","-93.5376403100000005","44.0652026699999908","1153.133117999999968","16.924863810000002","12244.577639999999519","218.652931200000012","22.536557200000001","1448.760375999999951","-93.537659609999992","44.065221970000003"
"1033","2020","6182020","33.729","44.566","28.627","36.2550177","0.176753274","0.138412415","0.218188773","0.642350671","26.776","0.024827444","-0.041976394","26.75117256","0.271621113","0.345757452","1.321296214","1.395465135","16","13","215.0017589","-93.5376789099999968","44.0652026699999979","-93.5376403100000005","44.0651640699999945","1152.679932000000008","16.936321260000000","12313.218750000000000","219.878646900000007","22.701848980000001","1459.381957999999941","-93.537659609999992","44.065183370000000"
"1034","2020","6182020","31.949","42.631","27.99","34.74469198","0.174399625","0.143228748","0.229276669","0.656564472","25.323","0.020450424","-0.033586819","25.30254958","0.280699101","0.340437763","1.334345363","1.394442325","16","14","207.7091742","-93.5376789099999968","44.0651640699999945","-93.5376403100000005","44.0651254699999910","1152.164733999999953","16.934396740000000","12113.139160000000629","216.305801400000007","22.264988899999999","1431.298706000000038","-93.537659609999992","44.065144769999989"
"1035","2020","6182020","32.531","43.152","27.837","35.09634185","0.176829933","0.140335346","0.221983029","0.645091769","25.936","0.02310085","-0.040380603","25.91289915","0.275249918","0.345609456","1.32648858","1.397137936","16","15","207.1993196","-93.5376789099999968","44.0651254699999981","-93.5376403100000005","44.0650868699999947","1151.627013999999917","16.931157110000001","11701.631349999999657","208.957458500000001","21.613967899999999","1389.462035999999898","-93.537659609999992","44.065106169999993"
"1036","2020","6182020","31.803","42.434","27.379","34.45617896","0.178313086","0.143203524","0.226876947","0.645213744","25.686","0.020569595","-0.040381436","25.6654304","0.280651654","0.348101159","1.334276641","1.402515604","16","16","201.840784","-93.5376789099999968","44.0650868699999947","-93.5376403100000005","44.0650482699999912","1150.889464999999973","16.924196240000001","11479.808109999999942","204.996322600000013","21.636043550000000","1390.885498000000098","-93.537659609999992","44.065067569999997"
"1037","2020","6182020","34.034","44.187","27.858","35.99477874","0.176234145","0.129798903","0.20159641","0.630456922","26.482","0.032622857","-0.048886207","26.44937714","0.255296631","0.346262251","1.298319328","1.387842624","16","17","206.2868558","-93.5376789099999968","44.0650482699999984","-93.5376403100000005","44.0650096699999949","1150.263122999999950","16.866782189999999","11479.475590000000011","204.990379300000001","21.640587810000000","1391.182434000000057","-93.537659609999992","44.065028970000000"
"1038","2020","6182020","32.645","43.562","27.757","35.27886486","0.181134173","0.143254557","0.225325077","0.637183784","26.722","0.020593667","-0.045229118","26.70140633","0.280747647","0.353637699","1.334415684","1.408474663","16","18","203.2049588","-93.5376789099999968","44.0650096699999949","-93.5376403100000005","44.0649710699999915","1149.721680000000106","16.854202269999998","11627.255370000000767","207.629302999999993","21.764540669999999","1399.147766000000047","-93.537659609999992","44.064990369999990"
"1039","2020","6182020","32.066","43.239","27.239","34.83199008","0.186393475","0.148369962","0.232451213","0.62996369","27.173","0.01612381","-0.049777656","27.15687619","0.2903483","0.363158835","1.348437597","1.423721723","16","19","206.5270421","-93.5376789099999968","44.0649710699999986","-93.5376403100000005","44.0649324699999951","1149.174682999999959","16.845351220000001","11936.388179999999920","213.149520899999999","22.410940170000000","1440.689818999999943","-93.537659609999992","44.064951769999986"
"104","2020","6182020","26.827","37.48","25.041","30.28470467","0.182073359","0.165658482","0.271303418","0.668116329","23.092","0.000870753","-0.027114205","23.09112925","0.322467573","0.352981729","1.397099937","1.429522449","62","4","161.2893989","-93.5394545099999988","44.0655500699999934","-93.5394159100000024","44.0655114699999899","1155.281860000000052","17.953718660000000","10222.312500000000000","182.541068999999993","18.118588920000001","1164.769896999999901","-93.539435209999994","44.065530769999995"
"1040","2020","6182020","31.738","43.056","26.905","34.56876627","0.189762012","0.151322299","0.236338199","0.624883872","27.469","0.013541923","-0.052989705","27.45545808","0.295869644","0.369279151","1.356607222","1.433328475","16","20","216.0317813","-93.5376789099999968","44.0649324699999951","-93.5376403100000005","44.0648938699999917","1148.770142000000078","16.867486950000000","12194.597169999999096","217.760398900000013","22.966497420000000","1476.396972999999889","-93.537659609999992","44.064913169999997"
"1041","2020","6182020","36.395","46.383","30.834","38.41316732","0.159611238","0.120660079","0.192283998","0.66476942","25.537","0.040224624","-0.028301588","25.49677538","0.237857229","0.314388937","1.274433301","1.346781243","15","1","167.0295148","-93.5376403100000005","44.0656658699999966","-93.5376017100000041","44.0656272699999931","1156.835387999999966","17.616550920000002","9648.411620999999286","172.292869599999989","18.327604290000000","1178.230011000000104","-93.537621009999995","44.065646569999991"
"1042","2020","6182020","36.336","46.325","30.674","38.32842634","0.160591256","0.120842961","0.19214419","0.662147868","25.64","0.040105881","-0.029835444","25.59989412","0.238207375","0.316335253","1.274906429","1.348888411","15","2","153.4245971","-93.5376403100000005","44.0656272699999931","-93.5376017100000041","44.0655886699999897","1155.956725999999890","17.591959950000000","9037.252930000000561","161.379337300000003","16.063942910000002","1032.938460999999961","-93.537621009999995","44.065607969999988"
"1043","2020","6182020","35.478","45.621","29.472","37.45469667","0.168331285","0.12506936","0.196466965","0.646018281","26.292","0.03661177","-0.039433486","26.25538823","0.246286225","0.331214164","1.285895485","1.367819093","15","3","168.839284","-93.5376403100000005","44.0655886699999968","-93.5376017100000041","44.0655500699999934","1155.326080000000047","17.827204699999999","9246.896484000000783","165.122966800000000","16.183839800000001","1040.618774000000030","-93.537621009999995","44.065569369999992"
"1044","2020","6182020","35.105","45.118","29.065","37.02597815","0.168814683","0.124814579","0.195726964","0.644199654","26.066","0.036865896","-0.04050765","26.0291341","0.245799921","0.332238266","1.285230024","1.368631127","15","4","156.5179857","-93.5376403100000005","44.0655500699999934","-93.5376017100000041","44.0655114699999899","1155.325806000000057","18.030404090000001","9424.281005999999252","168.290542600000009","17.787681100000000","1143.479888999999957","-93.537621009999995","44.065530769999995"
"1045","2020","6182020","38.275","48.044","30.733","39.65567992","0.164025779","0.11317323","0.175745691","0.639684456","27.08","0.047337935","-0.042868127","27.03266206","0.223484035","0.324841477","1.255231875","1.350399505","15","5","154.2156846","-93.5376403100000005","44.0655114699999970","-93.5376017100000041","44.0654728699999936","1155.230681999999888","17.967636110000001","8638.279540999999881","154.254791299999994","12.981231449999999","834.609146099999975","-93.537621009999995","44.065492169999999"
"1046","2020","6182020","37.861","47.507","30.372","39.2123652","0.164052019","0.112993159","0.175394574","0.639316311","26.781","0.04750648","-0.043081044","26.73349352","0.223137421","0.324935782","1.254774042","1.350329791","15","6","154.0658697","-93.5376403100000005","44.0654728699999936","-93.5376017100000041","44.0654342699999901","1154.869324000000006","17.834669590000001","9367.705566000000545","167.280246699999992","17.741572380000001","1140.603789999999890","-93.537621009999995","44.065453569999981"
"1047","2020","6182020","38.652","48.858","30.929","40.15671098","0.168173966","0.116626671","0.180378572","0.633038602","28.135","0.044367143","-0.046922044","28.09063286","0.230123256","0.332620391","1.264048432","1.361445131","15","7","178.4110618","-93.5376403100000005","44.0654342699999972","-93.5376017100000041","44.0653956699999938","1154.444275000000061","17.778203009999999","10503.847410000000309","187.568485299999992","20.754739760000000","1334.232940999999983","-93.537621009999995","44.065414969999992"
"1048","2020","6182020","36.376","46.519","29.069","38.00104164","0.174107002","0.122359612","0.188440531","0.624884456","27.593","0.039364439","-0.052002429","27.55363556","0.241109364","0.343512964","1.278837695","1.377985298","15","8","187.7551707","-93.5376403100000005","44.0653956699999938","-93.5376017100000041","44.0653570699999904","1154.045104999999921","17.791003700000001","10838.362549999999828","193.541969300000005","20.848711009999999","1340.272858000000042","-93.537621009999995","44.065376369999996"
"1049","2020","6182020","32.684","43.311","27.327","35.07540214","0.181480294","0.139838147","0.218357031","0.630948258","26.611","0.023679371","-0.0489073","26.58732063","0.2743122","0.354888994","1.325143801","1.40653813","15","9","187.5215578","-93.5376403100000005","44.0653570699999975","-93.5376017100000041","44.0653184699999940","1153.280211999999892","17.812154769999999","10778.576660000000629","192.474365199999994","20.485434529999999","1316.915527000000111","-93.537621009999995","44.065337769999999"
"105","2020","6182020","24.892","36.076","22.81","28.52709554","0.203998198","0.183440493","0.293097122","0.632276306","24.45","-0.014648237","-0.049440187","24.46464824","0.354937203","0.392502685","1.44930098","1.492075423","62","5","209.426925","-93.5394545099999988","44.0655114699999970","-93.5394159100000024","44.0654728699999936","1156.774627999999893","18.006242279999999","11536.835450000000492","206.014682800000003","15.365980629999999","987.888320900000053","-93.539435209999994","44.065492169999999"
"1050","2020","6182020","34.298","45.093","28.827","36.70026059","0.176510492","0.135972591","0.213491812","0.639278824","27.061","0.027021383","-0.043756122","27.03397862","0.267008582","0.345678391","1.314741384","1.393065787","15","10","179.9770139","-93.5376403100000005","44.0653184699999940","-93.5376017100000041","44.0652798699999906","1152.667052999999896","17.769539360000000","10860.161620000000767","193.931243899999998","21.146084309999999","1359.389251999999942","-93.537621009999995","44.065299169999989"
"1051","2020","6182020","34.178","44.184","28.639","36.24248824","0.169004862","0.127689441","0.201234841","0.64817581","25.551","0.034253885","-0.038218334","25.51674611","0.251281834","0.332100185","1.292761425","1.3711629","15","11","190.7705266","-93.5376403100000005","44.0652798699999977","-93.5376017100000041","44.0652412699999942","1152.080138999999917","17.667331220000001","11174.615719999999783","199.546485899999993","21.778709889999998","1400.053497000000107","-93.537621009999995","44.065260569999992"
"1052","2020","6182020","34.677","45.18","29.13","36.93365055","0.172235303","0.131522597","0.2070495","0.644754316","26.553","0.030900933","-0.040353437","26.52209907","0.258572359","0.33791059","1.302880872","1.380743961","15","12","191.3703474","-93.5376403100000005","44.0652412699999942","-93.5376017100000041","44.0652026699999908","1151.455780000000004","17.619126800000000","11490.180179999999382","205.181564299999991","22.082251549999999","1419.565581999999949","-93.537621009999995","44.065221970000003"
"1053","2020","6182020","35.187","45.573","28.87","37.18646796","0.174539152","0.128603269","0.200154172","0.633489127","27.089","0.033647724","-0.047021801","27.05535228","0.25302186","0.343076764","1.295165828","1.383381249","15","13","190.6665724","-93.5376403100000005","44.0652026699999979","-93.5376017100000041","44.0651640699999945","1150.882812999999942","17.603565220000000","11531.541499999999360","205.920150799999988","22.349891660000001","1436.754822000000104","-93.537621009999995","44.065183370000000"
"1054","2020","6182020","32.19","43.503","27.875","35.14599424","0.183183632","0.149458999","0.23658455","0.640760407","26.941","0.015091534","-0.043237293","26.92590847","0.292386667","0.356732443","1.351444548","1.417792785","15","14","191.5307723","-93.5376403100000005","44.0651640699999945","-93.5376017100000041","44.0651254699999910","1150.431640999999900","17.628672600000002","11349.521479999999428","202.669795999999991","21.974383350000000","1412.620239000000083","-93.537621009999995","44.065144769999989"
