Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,id_old,X,Y
"1029","2022","6152022","38.854","58.134","31.852","44.36118865","0.24368094","0.198787479","0.29599607","0.547906561","45.562","-0.029015834","-0.1051009","45.59101583","0.382461435","0.463920208","1.496216606","1.59857143","4","6","244.466416",-93.529879931000011,44.077850119000004,-93.529840931000010,44.077811119000003,22.994103540000001,1477.990092000000004,1146.029626000000007,18.970402140000001,13920.619950000000244,248.582213499999995,1227,"-93.529897170859329","44.077806448039937"
"1030","2022","6152022","37.056","56.592","31.18","43.00385254","0.247756587","0.208610969","0.312736121","0.550961267","44.948","-0.037760759","-0.10366264","44.98576076","0.399822258","0.469761345","1.527202073","1.617579569","4","7","235.1641434",-93.529879931000011,44.077811119000003,-93.529840931000010,44.077772119000002,22.942666110000001,1474.516595000000052,1145.720317000000023,18.986554779999999,13433.273929999999382,239.879628900000000,1228,"-93.529897170859329","44.077767448039928"
"1031","2022","6152022","37.213","58.198","32.263","44.01785903","0.252431781","0.219943193","0.332314563","0.554366129","46.92","-0.047776368","-0.102055234","46.96777637","0.419588776","0.476588916","1.563915836","1.640045986","4","8","242.7379862",-93.529879931000011,44.077772119000002,-93.529840931000010,44.077733119000001,23.448006690000000,1507.235323000000108,1145.522155999999995,19.008726950000000,13413.674610000000030,239.529649400000011,1229,"-93.529897170859329","44.077728448039935"
"1032","2022","6152022","34.67","55.67","29.821","41.59507119","0.266443346","0.232455169","0.346998463","0.535674511","46.849","-0.0593537","-0.115849568","46.9083537","0.441076586","0.49969353","1.605710989","1.688325249","4","9","249.0112494",-93.529879931000011,44.077733119000001,-93.529840931000010,44.077694119000000,23.322144189999999,1499.227450999999974,1145.225210000000061,19.056489419999998,13510.331029999999373,241.255656799999997,1230,"-93.529897170859329","44.077689448039933"
"1033","2022","6152022","35.233","55.662","29.96","41.78207005","0.261340268","0.224753837","0.335258882","0.538248715","46.131","-0.052424807","-0.113507923","46.18342481","0.427892966","0.491756566","1.579825732","1.667458314","4","10","248.0275819",-93.529879931000011,44.077694119000000,-93.529840931000010,44.077655118999999,22.876845780000000,1470.410221000000092,1145.051500000000033,19.059855939999998,13436.021160000000236,239.928696900000006,1231,"-93.529897170859329","44.077650448039932"
"1034","2022","6152022","35.491","55.546","30.237","41.86981954","0.256554688","0.220295045","0.329851974","0.54435963","45.364","-0.048308788","-0.108961525","45.41230879","0.420197924","0.483880486","1.565072835","1.650838312","4","11","246.1638308",-93.529879931000011,44.077655118999999,-93.529840931000010,44.077616118999998,22.855799680000001,1469.134111000000075,1144.971375000000080,19.022245510000001,13290.815459999999803,237.335739100000012,1232,"-93.529897170859329","44.077611448039931"
"1035","2022","6152022","35.886","56.235","30.542","42.35954825","0.257364532","0.220894259","0.330453564","0.543113719","46.042","-0.048870483","-0.10986361","46.09087048","0.421234677","0.485239145","1.567045645","1.653487175","4","12","245.763165",-93.529879931000011,44.077616119000005,-93.529840931000010,44.077577119000004,22.993183899999998,1477.854483999999957,1144.976065999999946,19.025563370000000,13387.557259999999587,239.063270100000011,1233,"-93.529897170859329","44.077572448039938"
"1036","2022","6152022","34.693","54.709","30.373","41.30858692","0.254189496","0.223887609","0.339087567","0.555173737","44.352","-0.051252766","-0.101747443","44.40325277","0.426401557","0.479228456","1.576946358","1.648348578","4","13","247.7744284",-93.529879931000011,44.077577119000004,-93.529840931000010,44.077538119000003,22.859483770000001,1469.270778999999948,1144.865872000000081,19.013605490000000,13262.135990000000675,236.823601999999994,1234,"-93.529897170859329","44.077533448039937"
"1037","2022","6152022","35.644","55.99","30.249","42.11245594","0.259100594","0.222035489","0.331449051","0.540257189","46.087","-0.049952824","-0.111922089","46.13695282","0.423206976","0.48816708","1.570811357","1.659047212","4","14","242.4895114",-93.529879931000011,44.077538119000003,-93.529840931000010,44.077499119000002,22.836337459999999,1467.733175000000074,1144.827735000000075,18.967470960000000,13162.047469999999521,235.036309999999986,1235,"-93.529897170859329","44.077494448039936"
"1038","2022","6152022","35.901","56.645","31.318","42.73310563","0.255228271","0.224147991","0.338799242","0.552881984","46.071","-0.05153717","-0.103337531","46.12253717","0.426850045","0.48103088","1.577811203","1.651224434","4","15","244.0894424",-93.529879931000011,44.077499119000002,-93.529840931000010,44.077460119000001,22.843960760000002,1468.273742999999968,1144.971923999999944,18.911056200000001,13064.759490000000369,233.299028200000009,1236,"-93.529897170859329","44.077455448039935"
"1039","2022","6152022","37.897","57.791","31.733","43.90507024","0.248104874","0.207904857","0.311062466","0.549099341","45.952","-0.037161849","-0.10488695","45.98916185","0.398581267","0.470504833","1.524949204","1.617810239","4","16","245.010491",-93.529879931000011,44.077460119000001,-93.529840931000010,44.077421119000000,21.792139049999999,1400.389171999999917,1145.054012000000057,18.862918409999999,12654.731710000000021,225.977105200000011,1237,"-93.529897170859329","44.077416448039934"
"1040","2022","6152022","40.88","62.23","33.097","47.04309623","0.254403161","0.207060421","0.304943368","0.53184959","50.483","-0.036694149","-0.116691506","50.51969415","0.397095751","0.482160522","1.522260274","1.63317388","4","17","231.3336286",-93.529879931000011,44.077421119000000,-93.529840931000010,44.077382118999999,20.788577610000001,1335.947218000000021,1145.174471999999923,18.809553200000000,12189.776690000000599,217.674327000000005,1238,"-93.529897170859329","44.077377448039933"
"1041","2022","6152022","40.714","62.26","33.245","47.0431271","0.254742315","0.209237283","0.308996257","0.533970447","50.561","-0.038617227","-0.11538038","50.59961723","0.4009221","0.482379668","1.529203714","1.635969301","4","18","228.4939776",-93.529879931000011,44.077382118999999,-93.529840931000010,44.077343118999998,20.680542729999999,1329.097940999999992,1145.042625999999927,18.776393519999999,12441.781390000000101,222.174400300000002,1239,"-93.529897170859329","44.077338448039924"
"1042","2022","6152022","40.014","60.826","33.484","46.26770194","0.246753779","0.206386355","0.308985094","0.550488278","48.154","-0.035782139","-0.103841458","48.18978214","0.395908842","0.46828299","1.520117959","1.613032223","4","19","225.5605542",-93.529879931000011,44.077343119000005,-93.529840931000010,44.077304119000004,21.010395259999999,1350.304493999999977,1145.034850999999890,18.844630509999998,12876.723500000000058,229.941220600000008,1240,"-93.529897170859329","44.077299448039945"
"1043","2022","6152022","37.46","57.269","32.536","43.74769044","0.241375573","0.20911231","0.318508514","0.568125862","44.542","-0.037913016","-0.092080305","44.57991302","0.400702708","0.458135575","1.528804058","1.602258669","4","20","234.0931976",-93.529879931000011,44.077304119000004,-93.529840931000010,44.077265119000003,21.301386520000001,1368.965091999999913,1144.873636999999917,18.889801089999999,13005.864390000000640,232.247306299999991,1241,"-93.529897170859329","44.077260448039937"
"1044","2022","6152022","36.217","54.834","31.507","42.07584301","0.236448092","0.204467826","0.312659546","0.574588759","41.944","-0.033699962","-0.08750306","41.97769996","0.39252531","0.449793406","1.514040368","1.585936373","4","21","230.7359454",-93.529879931000011,44.077265119000003,-93.529840931000010,44.077226119000002,21.273971820000000,1367.197951000000103,1144.893256000000065,18.965575009999998,13062.638829999999871,233.261149899999992,1242,"-93.529897170859329","44.077221448039936"
"1056","2022","6152022","38.403","54.313","31.833","42.57554958","0.214634746","0.171599292","0.261320894","0.586102775","38.39","-0.004406298","-0.07825675","38.3944063","0.333381721","0.414012467","1.41429055","1.505476583","3","2","190.8573279",-93.529840931000010,44.078006119000001,-93.529801931000009,44.077967119000000,16.232343929999999,1043.099551999999903,1147.247941000000083,21.147158879999999,11229.638800000000629,200.529015100000009,1256,"-93.529858170859313","44.077962448039933"
"1057","2022","6152022","35.429","52.915","31.305","40.96833855","0.226559421","0.197930816","0.306562177","0.591609185","39.096","-0.027701025","-0.075955503","39.12370103","0.380937782","0.43255263","1.493550481","1.556385059","3","3","214.9769766",-93.529840931000010,44.077967119000000,-93.529801931000009,44.077928118999999,18.527634809999999,1190.760692999999947,1147.128813000000036,19.920166139999999,11760.190459999999803,210.003146899999990,1257,"-93.529858170859313","44.077923448039925"
"1058","2022","6152022","31.61","50.919","29.021","38.44543797","0.253629923","0.233966242","0.360861927","0.569944422","41.207","-0.059748991","-0.092242044","41.26674899","0.44364715","0.477305925","1.610850997","1.657347994","3","4","216.9898429",-93.529840931000010,44.077928118999999,-93.529801931000009,44.077889118999998,22.002327420000000,1414.092881000000034,1146.924893000000111,19.573199389999999,12896.794770000000426,230.299662500000011,1258,"-93.529858170859313","44.077884448039931"
"1059","2022","6152022","33.334","51.599","29.747","39.40599094","0.241263178","0.215051864","0.330971623","0.576503421","40.117","-0.043001395","-0.086791071","40.1600014","0.411091839","0.457266148","1.547939041","1.607751012","3","5","233.4603953",-93.529840931000010,44.077889119000005,-93.529801931000009,44.077850119000004,23.901995469999999,1536.341625999999906,1146.648840000000064,19.420985600000002,13677.131740000000718,244.234228999999999,1259,"-93.529858170859313","44.077845448039938"
"106","2022","6152022","41.119","61.749","36.741","47.79683477","0.226651039","0.200548275","0.311975441","0.595005587","45.638","-0.029957954","-0.073860568","45.66795795","0.385588338","0.432441573","1.501714536","1.55907956","34","13","256.615206",-93.531049930999998,44.077577119000004,-93.531010930999997,44.077538119000003,28.394233390000000,1825.445670999999948,1147.499503999999888,18.230904200000001,14218.687830000000758,253.904840600000000,244,"-93.531067170859302","44.077533448039937"
"1060","2022","6152022","38.079","56.796","31.754","43.52819919","0.238566171","0.197280632","0.29652572","0.559088668","43.759","-0.027524501","-0.09745319","43.7865245","0.379780347","0.454712406","1.491530765","1.584534203","3","6","243.6848524",-93.529840931000010,44.077850119000004,-93.529801931000009,44.077811119000003,24.423409910000000,1569.670092999999952,1146.371761000000106,19.379092090000000,13760.602209999999104,245.724757399999987,1260,"-93.529858170859313","44.077806448039937"
"1061","2022","6152022","37.787","57.577","31.696","43.77063214","0.247355622","0.207520658","0.310831187","0.550497595","45.671","-0.036795215","-0.10390839","45.70779521","0.397905582","0.469201067","1.523725091","1.615575127","3","7","248.2239984",-93.529840931000010,44.077811119000003,-93.529801931000009,44.077772119000002,24.606545260000001,1581.368065999999999,1146.100691999999981,19.416901910000000,13662.427830000000540,243.971640500000007,1261,"-93.529858170859313","44.077767448039928"
"1062","2022","6152022","37.748","57.789","31.549","43.81711776","0.250336714","0.20977213","0.31319935","0.545934347","46.281","-0.038885479","-0.107174669","46.31988548","0.401860645","0.474266918","1.530915545","1.625154718","3","8","253.8854682",-93.529840931000010,44.077772119000002,-93.529801931000009,44.077733119000001,24.974605260000001,1605.135142000000087,1145.891918999999916,19.492503280000001,13785.468049999999494,246.168786600000004,1262,"-93.529858170859313","44.077728448039935"
"1063","2022","6152022","36.126","56.876","30.918","42.80144069","0.258346424","0.223113481","0.334224599","0.543603629","46.708","-0.050836023","-0.109673983","46.75883602","0.425067273","0.48667781","1.574378564","1.658146098","3","9","251.8350793",-93.529840931000010,44.077733119000001,-93.529801931000009,44.077694119000000,25.016049379999998,1607.891675000000077,1145.705396000000064,19.559151780000001,13866.725979999999254,247.619818600000002,1263,"-93.529858170859313","44.077689448039933"
"1064","2022","6152022","36.732","57.049","30.645","42.98427716","0.25745144","0.21664303","0.32179739","0.537169801","46.721","-0.045201164","-0.113690065","46.76620116","0.413861787","0.486031815","1.553114451","1.649702182","3","10","246.8518225",-93.529840931000010,44.077694119000000,-93.529801931000009,44.077655118999999,24.930816459999999,1602.395845999999892,1145.519534999999905,19.567002039999998,13839.864840000000186,247.140161599999999,1264,"-93.529858170859313","44.077650448039932"
"1065","2022","6152022","36.783","57.472","31.069","43.28703668","0.257620517","0.219500292","0.327430127","0.54059368","47.092","-0.047682806","-0.111514155","47.13968281","0.4188216","0.485896676","1.562460919","1.652816657","3","11","247.2026952",-93.529840931000010,44.077655118999999,-93.529801931000009,44.077616118999998,24.869429709999999,1598.458069000000023,1145.352100000000064,19.527018290000001,13804.961520000000746,246.516892500000012,1265,"-93.529858170859313","44.077611448039931"
"1066","2022","6152022","35.29","55.315","30.408","41.75236436","0.254820562","0.221014293","0.332657774","0.549724306","44.932","-0.048829465","-0.105309347","44.98082946","0.421442262","0.480697844","1.567441201","1.647116449","3","12","253.7597533",-93.529840931000010,44.077616119000005,-93.529801931000009,44.077577119000004,24.825016330000000,1595.634301999999934,1145.181411000000026,19.496872790000001,13781.502730000000156,246.097988299999997,1266,"-93.529858170859313","44.077572448039938"
"1067","2022","6152022","34.529","53.683","30.443","40.82847282","0.245993339","0.217135991","0.33156191","0.567088277","42.394","-0.045024651","-0.093235009","42.43902465","0.414718803","0.465467528","1.554722118","1.621312493","3","13","244.9261127",-93.529840931000010,44.077577119000004,-93.529801931000009,44.077538119000003,24.630193080000002,1583.128243000000111,1144.999377000000095,19.463015049999999,13700.842580000000453,244.657629399999990,1267,"-93.529858170859313","44.077533448039937"
"1068","2022","6152022","37.048","57.259","32.021","43.49901082","0.247561102","0.214310709","0.324487044","0.559230863","45.449","-0.042680958","-0.098391489","45.49168096","0.409799694","0.468605288","1.545535521","1.622436994","3","14","249.0282456",-93.529840931000010,44.077538119000003,-93.529801931000009,44.077499119000002,24.522628019999999,1576.165567999999894,1144.824718999999959,19.416039470000001,13663.900550000000294,243.997950699999990,1268,"-93.529858170859313","44.077494448039936"
"1069","2022","6152022","36.086","57.297","31.25","43.05697042","0.259759248","0.227139843","0.341380587","0.545403773","47.258","-0.054372437","-0.108695129","47.31237244","0.431992129","0.488650577","1.587790279","1.665719552","3","15","248.2670725",-93.529840931000010,44.077499119000002,-93.529801931000009,44.077460119000001,24.499555139999998,1574.778246999999965,1144.760745999999926,19.364204659999999,13617.895409999999174,243.176433300000014,1269,"-93.529858170859313","44.077455448039935"
"107","2022","6152022","39.827","61.065","35.91","46.92068575","0.234465575","0.210502319","0.326828968","0.588061901","46.393","-0.038794754","-0.078880426","46.43179475","0.403140968","0.445569371","1.533256334","1.587037454","34","14","257.2063089",-93.531049930999998,44.077538119000003,-93.531010930999997,44.077499119000002,28.246023310000002,1815.716488000000027,1147.376496999999972,18.052348840000001,14287.588089999999283,255.135207100000002,245,"-93.531067170859302","44.077494448039936"
"1070","2022","6152022","37.24","57.667","31.948","43.71489141","0.250084001","0.215231753","0.324449245","0.554008358","46.146","-0.043600962","-0.102004651","46.18960096","0.411405277","0.473008256","1.548523093","1.62961181","3","16","246.64534",-93.529840931000010,44.077460119000001,-93.529801931000009,44.077421119000000,23.981356510000001,1541.387343999999985,1144.661898999999949,19.352340770000001,13430.868669999999838,239.836680900000005,1270,"-93.529858170859313","44.077416448039934"
"1071","2022","6152022","40.822","63.803","34.312","48.00892916","0.258814245","0.219651135","0.326838565","0.537780355","52.472","-0.047879255","-0.113477331","52.51987925","0.419082934","0.488007822","1.562956249","1.656041008","3","17","244.2666356",-93.529840931000010,44.077421119000000,-93.529801931000009,44.077382118999999,23.069009269999999,1482.685786999999891,1144.578715000000102,19.365694359999999,12973.244599999999991,231.664825900000011,1271,"-93.529858170859313","44.077377448039933"
"1072","2022","6152022","38.254","59.374","32.509","44.89051672","0.253204299","0.21633138","0.324329305","0.547529222","47.985","-0.044709806","-0.106513905","48.02970981","0.413319702","0.478451296","1.552099127","1.63852716","3","18","237.0222693",-93.529840931000010,44.077382118999999,-93.529801931000009,44.077343118999998,22.765733149999999,1463.186161000000084,1144.416874000000007,19.408853659999998,12822.365229999999428,228.970540400000004,1272,"-93.529858170859313","44.077338448039924"
"1073","2022","6152022","39.125","59.962","33.539","45.64745918","0.245394313","0.210289947","0.31788918","0.55933758","47.26","-0.039109978","-0.098075792","47.29910998","0.402768712","0.465238113","1.53257508","1.613247021","3","19","234.8197056",-93.529840931000010,44.077343119000005,-93.529801931000009,44.077304119000004,22.999570660000000,1478.319050999999945,1144.290580000000091,19.464868610000000,12964.784700000000157,231.513730900000013,1273,"-93.529858170859313","44.077299448039945"
"1074","2022","6152022","37.686","57.166","32.741","43.81841026","0.237633891","0.20537258","0.313632046","0.572735542","43.905","-0.03452854","-0.088787002","43.93952854","0.394121927","0.451832862","1.516902829","1.589644822","3","20","232.285622",-93.529840931000010,44.077304119000004,-93.529801931000009,44.077265119000003,23.042207110000000,1480.989634000000024,1144.092002000000093,19.479761119999999,13006.507030000000668,232.258771400000001,1274,"-93.529858170859313","44.077260448039937"
"1075","2022","6152022","35.812","54.307","30.642","41.51578719","0.24082071","0.205228642","0.310960539","0.564236655","42.16","-0.034532672","-0.094469241","42.19453267","0.393868037","0.457643017","1.516447001","1.597258306","3","21","232.3521396",-93.529840931000010,44.077265119000003,-93.529801931000009,44.077226119000002,22.571721709999998,1450.775781000000052,1144.022811000000047,19.476219560000001,12990.667509999999311,231.975933300000008,1275,"-93.529858170859313","44.077221448039936"
"108","2022","6152022","39.35","61.799","36.419","47.23657644","0.239904297","0.22193991","0.346809825","0.589313743","47.829","-0.048768609","-0.078596767","47.87776861","0.423041909","0.454290947","1.570495553","1.611502853","34","15","257.9379871",-93.531049930999998,44.077499119000002,-93.531010930999997,44.077460119000001,28.301649789999999,1819.364542999999912,1147.404931999999917,18.070431840000001,14374.994950000000244,256.696043900000006,246,"-93.531067170859302","44.077455448039935"
"1089","2022","6152022","33.222","50.825","29.208","38.90153884","0.239029742","0.209442336","0.320994183","0.574677816","39.22","-0.038092799","-0.087711801","39.2580928","0.401281999","0.453867842","1.529859732","1.596887385","2","4","240.560732",-93.529801931000009,44.077928118999999,-93.529762931000008,44.077889118999998,22.991370010000001,1477.694852999999966,1146.977640999999949,20.021577770000000,12856.257879999999204,229.575770100000000,1291,"-93.529819170859341","44.077884448039931"
"109","2022","6152022","39.661","62.491","36.57","47.66370003","0.242285538","0.223490485","0.348113812","0.585204269","48.751","-0.050212656","-0.081407419","48.80121266","0.425717246","0.45835301","1.575628451","1.618781757","34","16","259.4824308",-93.531049930999998,44.077460119000001,-93.531010930999997,44.077421119000000,28.552586980000001,1835.553407999999990,1147.567665999999917,18.086866000000001,14519.751679999999396,259.280980199999988,247,"-93.531067170859302","44.077416448039934"
"1090","2022","6152022","33.997","51.766","29.713","39.65844649","0.238110044","0.207187249","0.317020517","0.573986787","39.822","-0.036113132","-0.088051197","39.85811313","0.397318962","0.452472625","1.522663764","1.592511384","2","5","242.30508",-93.529801931000009,44.077889119000005,-93.529762931000008,44.077850119000004,24.980601740000001,1605.607150999999931,1146.714111000000003,19.884243009999999,13615.165199999999459,243.127679999999998,1292,"-93.529819170859341","44.077845448039938"
"1091","2022","6152022","39.953","57.495","33.032","44.69537731","0.223460567","0.180013956","0.272323646","0.574519523","42.005","-0.011961987","-0.086221643","42.01696199","0.348727393","0.429356693","1.439065902","1.533173556","2","6","248.1903044",-93.529801931000009,44.077850119000004,-93.529762931000008,44.077811119000003,26.307268090000001,1690.965824000000111,1146.424848999999995,19.808290010000000,13934.247610000000350,248.825555199999997,1293,"-93.529819170859341","44.077806448039937"
"1092","2022","6152022","39.402","58.193","32.046","44.59405405","0.239243162","0.192540601","0.28667104","0.55068479","44.938","-0.023373778","-0.102811611","44.96137378","0.371315826","0.456808406","1.476904726","1.582112559","2","7","260.0853043",-93.529801931000009,44.077811119000003,-93.529762931000008,44.077772119000002,27.026877559999999,1737.263991000000033,1146.172170000000051,19.827788779999999,14121.731120000000374,252.173458900000014,1294,"-93.529819170859341","44.077767448039928"
