Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,X,Y,Height
1008,2021,6222021,68.858,99.899,61.77,78.60612204,0.209335827,0.183939037,0.290138054,0.618324508,69.17,-0.01517306,-0.058218777,69.18517306,0.355838777,0.402331455,1.450797293,1.504238195,4,16,230.9508736,-93.529917123,44.077447612,-93.529878123,44.077408612,18.187669754,1169.20834689699,1146.188693576,16.27486674,12483.903211806,222.926596748,-93.52988943676348,44.07743466098919,0.15933
1009,2021,6222021,77.274,107.87,70.18,86.66494942,0.188015221,0.165255153,0.266135486,0.650597942,68.286,0.001228243,-0.037669784,68.28477176,0.321724252,0.364197083,1.395941714,1.441429331,4,17,208.2493594,-93.529917123,44.077408612,-93.529878123,44.077369612,19.354290643999896,1244.202223036,1145.87561035199,16.3558055029999,11273.8870442709,201.319157918,-93.52988943676348,44.07739566098919,0.12888
101,2021,6222021,87.532,121.35,79.213,97.74520089,0.185507211,0.16190002,0.260802505,0.65276473,75.955,0.004147243,-0.036279005,75.95085276,0.315529502,0.359756783,1.386350135,1.43322795,32,5,221.3407396,-93.531009123,44.077876612,-93.530970123,44.077837612,23.432750702,1506.39117431599,1148.444824219,15.603596052,12140.631347656,216.796735127999,-93.53098143676353,44.0778636609892,0.16135
1010,2021,6222021,75.634,106.06,69.257,85.17777019,0.188310724,0.167457373,0.270604872,0.652998303,67.229,-0.000686987,-0.036262856,67.22968699,0.325779254,0.364564407,1.402279398,1.444019087,4,18,208.5005895,-93.529917123,44.077369612,-93.529878123,44.077330612,19.610613186999895,1260.679511176,1145.509087457,16.338355382,11463.400065104,204.703304715,-93.52988943676348,44.07735666098919,0.13143
1011,2021,6222021,75.722,105.33,68.768,84.76883863,0.186315641,0.163533129,0.263688504,0.65288142,66.17,0.002725162,-0.036245297,66.16727484,0.318547319,0.361138597,1.391009218,1.436353345,4,19,212.5416879,-93.529917123,44.077330612,-93.529878123,44.077291612,18.56737868,1193.614142524,1145.28974066799,16.243424522,11557.928602431,206.39131842699896,-93.52988943676348,44.0773176609892,0.13776
1012,2021,6222021,77.327,107.84,69.655,86.52696989,0.18942707,0.164786382,0.264154374,0.645910608,68.698,0.001639576,-0.040510631,68.69636042,0.320859956,0.366911826,1.394596971,1.443975683,4,20,207.1978358,-93.529917123,44.077291612,-93.529878123,44.077252612,20.462340991,1315.43277994799,1145.223470052,16.2812096279999,12472.266113281,222.718757629,-93.52988943676348,44.0772786609892,0.13981
1013,2021,6222021,72.086,102.31,65.368,81.52035108,0.196349328,0.173306727,0.277213193,0.638920927,67.166,-0.005795699,-0.045022606,67.1717957,0.33650641,0.379145294,1.419276975,1.466273229,4,21,210.7084981,-93.529917123,44.077252612,-93.529878123,44.077213612,19.786763721,1272.00362141899,1145.25459798199,16.188289007,11145.806423611,199.031985813,-93.52988943676348,44.07723966098919,0.15085
1014,2021,6222021,80.737,109.62,73.679,89.37487083,0.173485773,0.151730695,0.247544524,0.672130998,64.824,0.012921723,-0.024501962,64.81107828,0.296632263,0.337760477,1.357741804,1.399738501,4,22,199.8101557,-93.529917123,44.077213612,-93.529878123,44.077174612,21.300212647999896,1369.29507107199,1145.05544704899,16.20819007,11567.4055989579,206.560538398,-93.52988943676348,44.07720066098919,0.13085
1015,2021,6222021,78.586,107.01,71.343,87.01862472,0.176098849,0.153149852,0.248781214,0.666694701,64.091,0.0117164,-0.027748999,64.0792836,0.299280126,0.342635802,1.361692922,1.406251896,4,23,200.5153774,-93.529917123,44.077174612,-93.529878123,44.077135612,18.497096062,1189.09575737799,1144.979871962,16.152943187,10190.087782118,181.965627035,-93.52988943676348,44.07716166098919,0.13232
1016,2021,6222021,76.245,106.05,69.858,85.51811249,0.184244688,0.163498725,0.265081779,0.658727016,65.997,0.002748331,-0.032713472,65.99425167,0.318483794,0.35722596,1.390910879,1.432028669,4,24,202.1107195,-93.529917123,44.077135612,-93.529878123,44.077096612,19.242122861999896,1236.991780599,1144.93214246999,16.1036546499999,10781.449978299,192.525646633999,-93.52988943676348,44.0771226609892,0.13806
1017,2021,6222021,76.687,106.7,70.326,86.04559304,0.184197018,0.163659365,0.265458469,0.659100281,66.387,0.002608459,-0.032491831,66.38439154,0.318780393,0.357122851,1.391370115,1.432073845,4,25,207.624072,-93.529917123,44.077096612,-93.529878123,44.077057612,17.166249593,1103.543911404,1144.746120877,16.041394552,10518.3597005209,187.827616374,-93.52988943676348,44.07708366098919,0.13661
1018,2021,6222021,74.951,104.71,68.344,84.16796468,0.187474306,0.165639733,0.267335627,0.652697928,66.125,0.000892724,-0.036404105,66.12410728,0.322433025,0.363142004,1.39704607,1.440643028,4,26,195.1707639,-93.529917123,44.077057612,-93.529878123,44.077018612,17.1471789679999,1102.31729126,1144.40482584599,15.8150895439999,10948.8575846349,195.515106201,-93.52988943676348,44.0770446609892,0.14366
1019,2021,6222021,71.31,100.4,64.709,80.31714383,0.192331787,0.169413546,0.271866618,0.644511952,64.781,-0.002394055,-0.04148313,64.78339405,0.329373753,0.371958171,1.407937176,1.454223406,4,27,193.9421164,-93.529917123,44.077018612,-93.529878123,44.076979612,15.325345357,985.199591743,1144.33022732199,15.721570439,10906.442165799,194.757659912,-93.52988943676348,44.0770056609892,0.14568
102,2021,6222021,92.466,123.79,82.111,101.0216834,0.172928555,0.144846848,0.233508517,0.663308829,73.003,0.01897797,-0.029609843,72.98402203,0.283740645,0.337377378,1.338762356,1.392771512,32,6,219.3729954,-93.531009123,44.077837612,-93.530970123,44.077798612,23.0722859699999,1483.21777343799,1148.11358642599,15.549372673,12335.915852865,220.283983866,-93.53098143676353,44.0778246609892,0.15614
1020,2021,6222021,70.769,99.954,64.885,80.01899088,0.191481753,0.170949433,0.27575162,0.649148608,64.254,-0.003723982,-0.038687141,64.25772398,0.332191012,0.370231476,1.412398084,1.45382055,4,28,193.3664236,-93.529917123,44.076979612,-93.529878123,44.076940612,19.566529804,1257.84418402799,1145.30485025999,15.46401702,11438.7414279509,204.262986925,-93.52988943676348,44.07696666098919,0.14821
1021,2021,6222021,73.519,102.67,67.19,82.58464014,0.186768348,0.165453008,0.267442821,0.654426804,64.631,0.001054323,-0.03535227,64.62994568,0.322088929,0.361826377,1.396509746,1.439005949,4,29,210.7199831,-93.529917123,44.076940612,-93.529878123,44.076901612,18.296576924,1176.20471191399,1146.07500542499,15.462914679,10818.8537326389,193.193581475,-93.52988943676348,44.07692766098919,0.13781
1022,2021,6222021,73.842,101.2,66.492,81.88460789,0.181090875,0.156293918,0.252031322,0.657035573,62.066,0.009020676,-0.033582022,62.05697932,0.305134085,0.351885506,1.370493757,1.419187907,4,30,181.2137144,-93.529917123,44.076901612,-93.529878123,44.076862612,15.837474293,1018.121459961,1146.065606011,15.658834775,11139.5577256939,198.92046101899896,-93.52988943676348,44.07688866098919,0.1292
1023,2021,6222021,70.719,99.203,64.923,79.70237993,0.187889166,0.167629854,0.271278774,0.654445934,62.764,-0.000836296,-0.035388448,62.7648363,0.326096472,0.363757945,1.402777189,1.443296282,4,31,188.1242157,-93.529917123,44.076862612,-93.529878123,44.076823612,13.14094607,844.772488063999,1144.541937934,16.4673498999999,13442.608181424,240.046334161,-93.52988943676348,44.07684966098919,0.1402
1024,2021,6222021,72.189,100.99,66.039,81.18165093,0.187391243,0.166307693,0.268816502,0.653916229,63.752,0.000311849,-0.035680425,63.75168815,0.323663423,0.362928834,1.398966602,1.441068534,4,32,190.1649701,-93.529917123,44.076823612,-93.529878123,44.076784612,14.129212485,908.305399577,1144.117743598,17.013127009,10819.24484592,193.200578478,-93.52988943676348,44.07681066098919,0.13326
1027,2021,6222021,68.703,97.151,59.644,76.84578875,0.204417184,0.171524353,0.267846719,0.613930891,65.955,-0.004287399,-0.060530027,65.9592874,0.333244453,0.394546385,1.414072166,1.482247583,3,3,167.7354389,-93.529878123,44.077954612,-93.529839123,44.077915612,11.8600277369999,762.429423014,1149.227552626,16.275139491,9294.012586806,165.964307996999,-93.52985043676348,44.07794166098919,0.13669
1028,2021,6222021,67.741,96.967,59.592,76.4692719,0.207307318,0.17744129,0.278035694,0.614559592,66.601,-0.009494427,-0.060357557,66.61049443,0.344050024,0.399256598,1.431437387,1.493854669,3,4,181.5701738,-93.529878123,44.077915612,-93.529839123,44.077876612,13.391510857,860.8829820419988,1148.93497721399,16.1452849709999,10007.652126736,178.707853529,-93.52985043676348,44.07790266098919,0.13634
1029,2021,6222021,72.125,101.5,64.493,80.96009855,0.195460782,0.169186465,0.269169446,0.635399015,66.382,-0.002204789,-0.047076659,66.38420479,0.32895685,0.377876493,1.407279029,1.460680082,3,5,193.4156748,-93.529878123,44.077876612,-93.529839123,44.077837612,17.136523353,1101.63429090699,1148.66198730499,16.1085642709999,10964.7431640619,195.798743354,-93.52985043676348,44.0778636609892,0.13004
103,2021,6222021,90.315,123.42,80.764,99.85342478,0.18128154,0.154888062,0.24896406,0.654383406,75.761,0.010258099,-0.03514579,75.7507419,0.302518609,0.352395015,1.366550407,1.418372048,32,7,214.885623,-93.531009123,44.077798612,-93.530970123,44.077759612,22.78127861,1464.50872802699,1147.970703125,15.565597773,11909.7434082029,212.673744201999,-93.53098143676353,44.07778566098919,0.16423
1030,2021,6222021,71.077,100.26,62.201,79.52561837,0.201445185,0.170325149,0.267400308,0.620396968,67.242,-0.003220889,-0.056430217,67.24522089,0.331046423,0.389066351,1.410582889,1.474653123,3,6,209.1278448,-93.529878123,44.077837612,-93.529839123,44.077798612,22.0195350649999,1415.539455838,1148.25476074199,15.9382926089999,12457.534179688,222.45570204,-93.52985043676348,44.0778246609892,0.13206
1031,2021,6222021,67.901,98.41,60.961,77.48401431,0.208663666,0.183445473,0.289596583,0.619459405,67.958,-0.014733887,-0.057484424,67.97273389,0.35494621,0.401134189,1.449315916,1.502295903,3,7,229.7966298,-93.529878123,44.077798612,-93.529839123,44.077759612,23.569967905999896,1515.210611979,1147.949869792,15.839902401,13048.2013346349,233.0033137,-93.52985043676348,44.07778566098919,0.13789
1032,2021,6222021,66.778,96.793,59.36,76.05216572,0.21095695,0.183498297,0.288021418,0.613267488,67.448,-0.014819832,-0.06140465,67.46281983,0.355041762,0.405386104,1.449474378,1.507439883,3,8,228.9674437,-93.529878123,44.077759612,-93.529839123,44.077720612,23.538179398,1513.16723632799,1147.84379069,15.912205908,13016.0040147569,232.428356594999,-93.52985043676348,44.07774666098919,0.1423
1033,2021,6222021,67.96,98.202,60.423,77.27253357,0.209432644,0.182003105,0.286006109,0.615292968,68.021,-0.013496039,-0.060064876,68.03449604,0.352335066,0.402712278,1.444997057,1.50268162,3,9,232.0632372,-93.529878123,44.077720612,-93.529839123,44.077681612,23.402551015,1504.448608398,1147.78602430599,16.1509468289999,13125.8772786459,234.39037746899896,-93.52985043676348,44.077707660989184,0.13828
1034,2021,6222021,66.458,96.53,58.89,75.72480607,0.212657973,0.184504381,0.288881631,0.610069408,67.712,-0.015723956,-0.063476325,67.72772396,0.356860562,0.408436394,1.452496313,1.512165903,3,10,225.6519063,-93.529878123,44.077681612,-93.529839123,44.077642612,23.1970488229999,1491.23788791199,1147.69997829899,16.250298818,13057.9035373259,233.176571316,-93.52985043676348,44.07766866098919,0.15059
1035,2021,6222021,69.489,97.651,60.999,77.6430227,0.198944105,0.168493479,0.265326311,0.624663342,64.814,-0.001606038,-0.053705855,64.81560604,0.327683991,0.384548769,1.405272777,1.46759498,3,11,232.3645803,-93.529878123,44.077642612,-93.529839123,44.077603612,23.915859858,1537.447197808,1147.52217610699,16.3231595359999,13291.7366536459,237.352159287999,-93.52985043676348,44.07762966098919,0.14021
1036,2021,6222021,66.036,95.543,59.274,75.28307738,0.207891377,0.182616553,0.288421876,0.620390819,65.776,-0.014002979,-0.05686769,65.79000298,0.353446101,0.399783319,1.446832031,1.499827516,3,12,225.9879626,-93.529878123,44.077603612,-93.529839123,44.077564612,23.464026133,1508.401991102,1147.474894206,16.483030531,12926.172526042,230.824227226999,-93.52985043676348,44.0775906609892,0.14903
1037,2021,6222021,66.354,96.751,59.842,76.03655761,0.210529938,0.186364612,0.294364874,0.618515571,67.306,-0.017292899,-0.058185129,67.3232929,0.360218208,0.404305221,1.458103505,1.50913145,3,13,220.8704277,-93.529878123,44.077564612,-93.529839123,44.077525612,22.574424107999896,1451.21335856099,1147.315409342,16.547305425,12533.7462565099,223.816619873,-93.52985043676348,44.077551660989194,0.15359
1038,2021,6222021,66.742,96.425,58.971,75.78446197,0.210749522,0.181917912,0.284876579,0.611573762,67.137,-0.013442995,-0.062418857,67.15044299,0.352180712,0.40517537,1.444742441,1.505541572,3,14,207.0135241,-93.529878123,44.077525612,-93.529839123,44.077486612,21.8533941899999,1404.86173502599,1147.17867024699,16.595336066,12007.7697482639,214.424196031,-93.52985043676348,44.07751266098919,0.15742
1039,2021,6222021,65.15,95.082,57.932,74.47869012,0.214151178,0.186804134,0.29259042,0.609284617,67.082,-0.017748116,-0.064067399,67.09974812,0.361010523,0.410954029,1.45943208,1.51762867,3,15,210.1534069,-93.529878123,44.077486612,-93.529839123,44.077447612,21.430863486,1377.698269314,1146.99652777799,16.613930384,11715.7931857639,209.210359361,-93.52985043676348,44.07747366098919,0.1584
104,2021,6222021,90.623,123.27,79.085,99.43583904,0.184582268,0.152632391,0.242174055,0.641559179,76.832,0.012295121,-0.042839394,76.81970488,0.298315042,0.359020871,1.360250709,1.423357579,32,8,206.4117393,-93.531009123,44.077759612,-93.530970123,44.077720612,21.357067743999895,1372.95395914699,1147.88431803399,15.421563943,11318.7648111979,202.12056986499897,-93.53098143676353,44.07774666098919,0.15893
1040,2021,6222021,68.234,97.585,60.954,77.23147264,0.203423378,0.177006254,0.279893196,0.624624686,65.982,-0.009072509,-0.054016131,65.99107251,0.343257823,0.392026732,1.430152124,1.484905363,3,16,212.2059717,-93.529878123,44.077447612,-93.529839123,44.077408612,22.778452979,1464.32883029499,1146.803805881,16.6423053739999,12448.9133029509,222.301762899,-93.52985043676348,44.07743466098919,0.15039
1041,2021,6222021,78.664,106.44,70.068,86.46198224,0.177394555,0.150056185,0.241454849,0.658286359,64.148,0.014459267,-0.032702648,64.13354073,0.29350359,0.345439099,1.353096715,1.406255355,3,17,219.2575686,-93.529878123,44.077408612,-93.529839123,44.077369612,23.498044967999896,1510.587632921,1146.637112088,16.656806734,12900.6544053819,230.368567573,-93.52985043676348,44.07739566098919,0.12405
1042,2021,6222021,76.921,105.46,69.683,85.42905893,0.179892818,0.156480116,0.253234308,0.660752892,64.316,0.008844579,-0.031356322,64.30715542,0.305480234,0.349579016,1.371017017,1.416884883,3,18,212.6315786,-93.529878123,44.077369612,-93.529839123,44.077330612,23.01342837,1479.433892144,1146.39179145,16.6793433299999,12674.549587674,226.330968221,-93.52985043676348,44.07735666098919,0.13077
1043,2021,6222021,74.216,102.6,66.637,82.61409167,0.185945505,0.160528459,0.25761715,0.649483431,64.347,0.005349698,-0.038234074,64.3416503,0.312991324,0.360724097,1.382451223,1.432940834,3,19,214.2020335,-93.529878123,44.077330612,-93.529839123,44.077291612,22.5978382959999,1452.717081706,1146.216986762,16.725571314,12335.456705729,220.27575344499897,-93.52985043676348,44.0773176609892,0.13348
1044,2021,6222021,80.134,108.66,72.448,88.46311145,0.175013923,0.151095903,0.245182473,0.666740291,64.738,0.013503189,-0.027686207,64.72449681,0.295446766,0.340748485,1.355978736,1.402281127,3,20,205.3490251,-93.529878123,44.077291612,-93.529839123,44.077252612,22.793864568,1465.31778971399,1146.069396973,16.7694435119999,12383.811360677,221.13920847599897,-93.52985043676348,44.0772786609892,0.12092
1045,2021,6222021,73.674,101.68,66.283,81.97584353,0.184677718,0.159711213,0.256768527,0.651878442,63.403,0.006057019,-0.036765065,63.39694298,0.311477363,0.358391322,1.380134104,1.429585106,3,21,212.4850017,-93.529878123,44.077252612,-93.529839123,44.077213612,23.535345077999896,1512.98490397099,1145.985894097,16.824950112,12857.6449652779,229.600519816,-93.52985043676348,44.07723966098919,0.1325
1046,2021,6222021,79.395,107.87,72.116,87.82600295,0.174891287,0.152057245,0.247288296,0.668545471,64.229,0.012657057,-0.026631095,64.21634294,0.297241841,0.34042321,1.358649789,1.402859291,3,22,214.2877107,-93.529878123,44.077213612,-93.529839123,44.077174612,23.6753141619999,1521.98194715699,1145.72226291199,16.835696114,12885.7962239579,230.10322401299896,-93.52985043676348,44.07720066098919,0.12609
1047,2021,6222021,80.153,107.22,72.231,87.82169278,0.169171047,0.144455178,0.235074951,0.673670957,62.056,0.019237762,-0.02348423,62.03676224,0.283004809,0.330134756,1.337691665,1.384861496,3,23,207.5510237,-93.529878123,44.077174612,-93.529839123,44.077135612,23.020149019,1479.86452908,1145.572102865,16.892505434,12517.662760417,223.529434204,-93.52985043676348,44.07716166098919,0.12219
1048,2021,6222021,78.868,107.08,71.57,87.19432842,0.174773312,0.151719836,0.246655825,0.668378782,63.722,0.012951328,-0.026724345,63.70904867,0.296611987,0.340228075,1.357711619,1.402329537,3,24,205.8347392,-93.529878123,44.077135612,-93.529839123,44.077096612,22.613940345,1453.75219726599,1145.344414605,16.8396994269999,12352.579644097,220.581512451,-93.52985043676348,44.0771226609892,0.12577
1049,2021,6222021,78.475,107.04,71.476,87.03391255,0.176163568,0.153976767,0.250484483,0.667750374,64.129,0.010992603,-0.027135581,64.1180074,0.300821407,0.342685043,1.364001274,1.407099948,3,25,207.6030855,-93.529878123,44.077096612,-93.529839123,44.077057612,22.281524445999896,1432.383992513,1145.17655436199,16.8367845749999,12117.212673611,216.378529866999,-93.52985043676348,44.07708366098919,0.12925
105,2021,6222021,84.23,117.04,74.752,93.77440305,0.191058917,0.163014856,0.259330688,0.638687628,75.098,0.003195397,-0.044877582,75.0948046,0.317590121,0.370197717,1.389528671,1.445877698,32,9,204.4382303,-93.531009123,44.077720612,-93.530970123,44.077681612,21.517047563999895,1383.23746744799,1147.88657633499,15.214446227,11302.5491536459,201.83101145399897,-93.53098143676353,44.077707660989184,0.16831
1050,2021,6222021,76.479,105.76,69.227,85.29672243,0.18423631,0.160673621,0.259096379,0.654566944,65.814,0.005211838,-0.035162606,65.80878816,0.313260115,0.357458293,1.38286327,1.42950951,3,26,219.8948739,-93.529878123,44.077057612,-93.529839123,44.077018612,21.659987768,1392.427266439,1144.858846029,16.55161953,11640.1420898439,207.859451293999,-93.52985043676348,44.0770446609892,0.13955
1051,2021,6222021,72.037,100.73,64.569,80.63295032,0.19183828,0.16607917,0.265189745,0.641010622,64.854,0.000513196,-0.043539118,64.8534868,0.32324257,0.371348609,1.398309202,1.450211099,3,27,210.8345446,-93.529878123,44.077018612,-93.529839123,44.076979612,21.523852666,1383.67637803799,1144.731133355,16.6542121039999,11716.978190104,209.231518216,-93.52985043676348,44.0770056609892,0.14857
1052,2021,6222021,71.741,100.39,65.633,80.68997019,0.187506284,0.16643719,0.269009747,0.653780257,63.406,0.000199357,-0.035765717,63.40580064,0.323901865,0.36313474,1.39933929,1.441424402,3,28,228.2750625,-93.529878123,44.076979612,-93.529839123,44.076940612,22.901732975,1472.251519097,1144.924275716,16.5109759439999,12447.2327473959,222.27174547,-93.52985043676348,44.07696666098919,0.15049
1053,2021,6222021,75.485,103.56,69.304,84.11441264,0.177122495,0.156804155,0.255829635,0.669215913,62.331,0.008532348,-0.02631136,62.32246765,0.306082494,0.344273724,1.371928198,1.411518152,3,29,202.66714,-93.529878123,44.076940612,-93.529839123,44.076901612,22.720043394,1460.572007921,1145.484931098,16.543122398,12431.919596354,221.99831983799896,-93.52985043676348,44.07692766098919,0.13217
1054,2021,6222021,74.677,102.4,68.897,83.28507457,0.175747903,0.156559011,0.256267332,0.672822266,61.226,0.008731817,-0.024165969,61.21726818,0.305626886,0.341680856,1.371238802,1.408521937,3,30,173.9993637,-93.529878123,44.076901612,-93.529839123,44.076862612,19.475913154,1252.02162000899,1145.15224880599,16.529767142,10517.7542317709,187.816830105,-93.52985043676348,44.07688866098919,0.12979
1055,2021,6222021,68.552,96.343,63.222,77.41311611,0.187733465,0.168537554,0.273337071,0.656217888,60.912,-0.001622851,-0.034334136,60.91362285,0.327764975,0.363395319,1.40540028,1.443795282,3,31,167.3700641,-93.529878123,44.076862612,-93.529839123,44.076823612,14.258085357,916.588887533,1144.429782444,17.087778091,10037.439453125,179.239754570999,-93.52985043676348,44.07684966098919,0.14275
1056,2021,6222021,74.463,101.91,67.989,82.77054748,0.177224841,0.155619057,0.253238485,0.667147483,61.368,0.009568591,-0.027522283,61.35843141,0.303878989,0.34456728,1.36859917,1.410686132,3,32,147.0979567,-93.529878123,44.076823612,-93.529839123,44.076784612,11.443881565,735.677734375,1144.266357422,17.303497314,9107.44466145799,162.632744682999,-93.52985043676348,44.07681066098919,0.12919
1059,2021,6222021,66.408,94.747,57.531,74.60302146,0.209151557,0.175849338,0.273479117,0.607206561,65.555,-0.008120319,-0.064949745,65.56312032,0.341149318,0.402927936,1.426740754,1.496570292,2,3,197.7945574,-93.529839123,44.077954612,-93.529800123,44.077915612,16.770855374,1078.12492540099,1149.688842773,16.615705702,11452.8975694439,204.515769110999,-93.52981143676352,44.07794166098919,0.13426
106,2021,6222021,82.506,116.64,74.044,92.9061239,0.196829387,0.171401886,0.272849355,0.634807956,76.73,-0.004142172,-0.047506863,76.73414217,0.333020105,0.380228725,1.413715366,1.465586762,32,10,200.6223837,-93.531009123,44.077681612,-93.530970123,44.077642612,21.937871614999896,1410.290100098,1148.01611328099,15.0758010549999,11539.677734375,206.065452576,-93.53098143676353,44.07766866098919,0.17783
1060,2021,6222021,67.287,95.292,58.746,75.40821827,0.20387724,0.172254719,0.269711941,0.61648407,64.551,-0.004925788,-0.05895222,64.55592579,0.334581831,0.39342921,1.416202238,1.481687375,2,4,195.8548979,-93.529839123,44.077915612,-93.529800123,44.077876612,20.395529429,1311.139065213,1149.387179905,16.619261212,12495.951063368,223.141716851,-93.52981143676352,44.07790266098919,0.13276
1061,2021,6222021,69.318,97.672,61.552,77.74628268,0.197643265,0.169794598,0.26891633,0.630190843,64.474,-0.002742603,-0.050315478,64.4767426,0.330073121,0.381933528,1.409042384,1.465912812,2,5,210.3924321,-93.529839123,44.077876612,-93.529800123,44.077837612,23.082734425999895,1483.889119466,1149.07470703099,16.5666010109999,12682.3657769099,226.470550537,-93.52981143676352,44.0778636609892,0.13089
1062,2021,6222021,64.457,94.047,57.137,73.6301112,0.214732247,0.186682986,0.291909596,0.607536657,66.5,-0.01765527,-0.0651787,66.51765527,0.360792171,0.412043013,1.459065734,1.518826941,2,6,225.8158891,-93.529839123,44.077837612,-93.529800123,44.077798612,24.2003292509999,1555.73312716999,1148.57668728299,16.2889881129999,13266.3096788189,236.898091633999,-93.52981143676352,44.0778246609892,0.14307
1063,2021,6222021,61.854,92.183,55.658,71.69713097,0.221460325,0.196894253,0.308287338,0.603777269,66.854,-0.026645366,-0.068012113,66.88064537,0.37909211,0.423356501,1.490332072,1.543646427,2,7,237.7037389,-93.529839123,44.077798612,-93.529800123,44.077759612,21.3224655789999,1370.724283854,1148.366861979,16.294869105,13510.1692708329,241.252751668,-93.52981143676352,44.07778566098919,0.14741
