Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,Crop Flw(M,Crop Flw(V,X,Y
"1007","2020","6302020","63.066","89.958","57.323","71.54413195","0.198221808","0.175737139","0.281000199","0.637219591","59.527","-0.007918344","-0.046141851","59.53491834","0.340944699","0.382428453","1.426410427","1.472491539","17","7","203.9852171","-93.5377175099999931","44.0654342699999972","-93.5376789099999968","44.0653956699999938","1157.762694999999894","16.473908900000001","11262.116700000000492","201.109001199999994","21.471961499999999","1380.339539000000059","-93.537698210000002","44.065414969999992"
"1008","2020","6302020","59.664","87.202","53.802","68.45591502","0.21168583","0.187504256","0.295903894","0.616981262","60.938","-0.018300875","-0.059198278","60.95630088","0.362271815","0.406329968","1.461551354","1.512761363","17","8","208.3828139","-93.5377175099999931","44.0653956699999938","-93.5376789099999968","44.0653570699999904","1157.305573000000095","16.478264329999998","11584.379150000000664","206.863677999999993","21.500396729999999","1382.170806999999968","-93.537698210000002","44.065376369999996"
"1009","2020","6302020","59.06","86.882","54.834","68.41864531","0.208129098","0.190637376","0.305373842","0.63113188","59.87","-0.020908874","-0.050376539","59.89090887","0.367904156","0.399554528","1.471080257","1.507903182","17","9","205.0081289","-93.5377175099999931","44.0653570699999975","-93.5376789099999968","44.0653184699999940","1156.653563999999960","16.497314930000002","11519.512699999999313","205.705356599999988","20.916453359999998","1344.639586999999892","-93.537698210000002","44.065337769999999"
"101","2020","6302020","51.977","77.093","49.106","60.70787542","0.20802761","0.194592082","0.314091341","0.636970931","53.103","-0.024274874","-0.046833468","53.12727487","0.374984954","0.399136365","1.483213729","1.511544931","62","1","186.8314951","-93.5394545099999988","44.0656658699999966","-93.5394159100000024","44.0656272699999931","1155.429382000000032","17.205594540000000","10678.294920000000275","190.683612799999992","20.221013549999999","1299.921172999999953","-93.539435209999994","44.065646569999991"
"1010","2020","6302020","55.654","82.66","52.136","64.93126061","0.210647724","0.195251385","0.313374643","0.630728285","57.53","-0.024911525","-0.050772381","57.55491153","0.376162295","0.40384186","1.48524814","1.517897537","17","10","203.7018765","-93.5377175099999931","44.0653184699999940","-93.5376789099999968","44.0652798699999906","1155.990082000000029","16.499809740000000","11669.579589999999371","208.385116600000003","21.131569859999999","1358.461761000000024","-93.537698210000002","44.065299169999989"
"1011","2020","6302020","49.806","75.744","47.9","59.19516076","0.215823816","0.206594982","0.334037347","0.632393325","53.782","-0.034682041","-0.050066302","53.81668204","0.396276302","0.412594302","1.520780629","1.54067005","17","11","216.683791","-93.5377175099999931","44.0652798699999977","-93.5376789099999968","44.0652412699999942","1155.290314000000080","16.462675569999998","12157.656250000000000","217.100753800000007","21.705218790000000","1395.325378000000001","-93.537698210000002","44.065260569999992"
"1012","2020","6302020","44.948","70.446","43.525","54.39787755","0.228539664","0.220964695","0.354784399","0.617849133","52.419","-0.047312153","-0.059848099","52.46631215","0.421356492","0.434495873","1.567277743","1.584158042","17","12","226.1891448","-93.5377175099999931","44.0652412699999942","-93.5376789099999968","44.0652026699999908","1154.617126000000098","16.415953640000001","12618.348389999999199","225.327392599999996","23.232010370000001","1493.468323000000055","-93.537698210000002","44.065221970000003"
"1013","2020","6302020","45.168","68.915","42.526","53.53468074","0.222308934","0.208155466","0.331861313","0.61707901","50.136","-0.036267392","-0.059885447","50.17226739","0.399021835","0.424051577","1.525748317","1.55668097","17","13","230.3434268","-93.5377175099999931","44.0652026699999979","-93.5376789099999968","44.0651640699999945","1154.195067999999992","16.371092800000000","12705.842290000000503","226.889770499999997","23.336113930000000","1500.164856000000100","-93.537698210000002","44.065183370000000"
"1014","2020","6302020","49.999","75.339","47.82","59.05539016","0.212714842","0.202173323","0.326891819","0.634731016","52.859","-0.030841197","-0.048458633","52.8898412","0.38846837","0.407220342","1.506810136","1.52933513","17","14","224.6023824","-93.5377175099999931","44.0651640699999945","-93.5376789099999968","44.0651254699999910","1153.618073000000095","16.380446910000000","12528.534419999999955","223.723564100000004","22.835105420000001","1467.950133999999935","-93.537698210000002","44.065144769999989"
"1015","2020","6302020","54.575","81.389","50.911","63.75612354","0.213565741","0.197213968","0.315262248","0.625526791","57.292","-0.026670234","-0.054119599","57.31867023","0.379661625","0.409002436","1.491323866","1.526239232","17","15","219.2117571","-93.5377175099999931","44.0651254699999981","-93.5376789099999968","44.0650868699999947","1152.998779000000013","16.386171820000001","12148.697270000000572","216.940769200000005","22.127603050000001","1422.477570000000014","-93.537698210000002","44.065106169999993"
"1016","2020","6302020","57.518","83.912","53.289","66.30550904","0.20463265","0.186622357","0.299452014","0.635058156","57.017","-0.017393269","-0.047799136","57.03439327","0.360682886","0.393432499","1.458882437","1.49645838","17","16","215.592959","-93.5377175099999931","44.0650868699999947","-93.5376789099999968","44.0650482699999912","1152.425719999999956","16.359599589999998","11927.256349999999657","212.986473100000012","21.969994069999998","1412.351775999999973","-93.537698210000002","44.065067569999997"
"1017","2020","6302020","59.393","86.371","55.422","68.45698448","0.201445279","0.185079992","0.298620797","0.64167371","57.927","-0.016009066","-0.043642202","57.94300907","0.357900253","0.387687391","1.454228613","1.488128236","17","17","217.3866381","-93.5377175099999931","44.0650482699999984","-93.5376789099999968","44.0650096699999949","1151.811339999999973","16.326880460000002","11943.496090000000549","213.276447300000001","21.905785560000002","1408.231262000000015","-93.537698210000002","44.065028970000000"
"1018","2020","6302020","58.901","86.013","55.456","68.17363104","0.201370193","0.187090274","0.303069597","0.644739749","57.669","-0.017725208","-0.041795678","57.68672521","0.361526132","0.38743159","1.460297788","1.489901","17","18","221.781268","-93.5377175099999931","44.0650096699999949","-93.5376789099999968","44.0649710699999915","1151.213195999999925","16.313090800000001","12155.728520000000572","217.066307099999989","22.192115780000002","1426.630981000000020","-93.537698210000002","44.064990369999990"
"1019","2020","6302020","61.86","90.594","57.046","71.38669006","0.207541637","0.188476524","0.301169713","0.6296885","62.282","-0.019045346","-0.051215274","62.30104535","0.364021758","0.398632593","1.464500485","1.504547942","17","19","225.2607456","-93.5377175099999931","44.0649710699999986","-93.5376789099999968","44.0649324699999951","1150.704132000000072","16.307682040000000","12485.278319999999439","222.951122300000009","23.141495710000001","1487.651763999999957","-93.537698210000002","44.064951769999986"
"102","2020","6302020","44.311","67.038","41.056","52.09975464","0.221966524","0.204106009","0.323318111","0.612428772","48.709","-0.032824382","-0.062724976","48.74182438","0.391886323","0.42368493","1.512897475","1.551827434","62","2","173.0342805","-93.5394545099999988","44.0656272699999931","-93.5394159100000024","44.0655886699999897","1154.742522999999892","17.379160400000000","10048.247799999999188","179.432781199999994","18.731346609999999","1204.176787999999988","-93.539435209999994","44.065607969999988"
"1020","2020","6302020","64.539","94.27","60.366","74.60154015","0.203018073","0.187212312","0.302012332","0.64035218","63.635","-0.017864264","-0.044519676","63.65286426","0.361745987","0.390436673","1.460667193","1.493544646","17","20","231.0356541","-93.5377175099999931","44.0649324699999951","-93.5376789099999968","44.0648938699999917","1150.259949000000006","16.334945200000000","12737.001710000000458","227.446182300000004","23.720077520000000","1524.838989000000083","-93.537698210000002","44.064913169999997"
"1021","2020","6302020","55.219","79.956","50.258","63.161081","0.205114002","0.182999815","0.291307983","0.628570714","54.435","-0.01428764","-0.051742678","54.44928764","0.354139864","0.394601103","1.447979862","1.494089703","16","1","164.1053055","-93.5376789099999968","44.0656658699999966","-93.5376403100000005","44.0656272699999931","1157.022277999999915","17.702334400000002","9590.783691000000545","171.263809199999997","18.179075240000000","1168.705382999999983","-93.537659609999992","44.065646569999991"
"1022","2020","6302020","58.435","86.084","53.324","67.49951421","0.212762435","0.191317405","0.303185482","0.619441476","60.409","-0.021608043","-0.057775105","60.43060804","0.369124004","0.407969446","1.47315821","1.518749856","16","2","153.7800129","-93.5376789099999968","44.0656272699999931","-93.5376403100000005","44.0655886699999897","1156.312987999999905","17.604258540000000","9025.480956999999762","161.169120800000002","15.412653920000000","991.149993900000027","-93.537659609999992","44.065607969999988"
"1023","2020","6302020","58.098","85.802","54.089","67.48575338","0.209368867","0.192522585","0.308470009","0.630393231","59.417","-0.022550748","-0.050898787","59.43955075","0.371283565","0.40168901","1.476849461","1.51243466","16","3","189.1129384","-93.5376789099999968","44.0655886699999968","-93.5376403100000005","44.0655500699999934","1155.695312999999942","17.856029509999999","9427.873535000000629","168.354698200000001","15.071584700000001","969.162567100000047","-93.537659609999992","44.065569369999992"
"1024","2020","6302020","52.045","78.189","49.011","61.16720218","0.214897799","0.200746349","0.321879271","0.626827303","55.322","-0.029713521","-0.053410695","55.35171352","0.385939677","0.411198062","1.502334518","1.532685682","16","4","159.6133057","-93.5376789099999968","44.0655500699999934","-93.5376403100000005","44.0655114699999899","1156.019225999999890","17.933208470000000","9923.223632999999609","177.200218199999995","16.806053160000001","1080.330443999999943","-93.537659609999992","44.065530769999995"
"1025","2020","6302020","51.759","76.053","47.349","59.73547436","0.210967542","0.190076049","0.301927594","0.622578991","52.998","-0.020497714","-0.055745286","53.01849771","0.366896529","0.404785017","1.469367646","1.513593555","16","5","150.395956","-93.5376789099999968","44.0655114699999970","-93.5376403100000005","44.0654728699999936","1156.548156999999946","17.598501209999998","9355.849120999999286","167.068511999999998","13.744011400000000","883.639984099999992","-93.537659609999992","44.065492169999999"
"1026","2020","6302020","55.431","81.951","51.374","64.36316244","0.210918077","0.193038389","0.30834341","0.626886798","57.097","-0.02303291","-0.053123609","57.12003291","0.372206927","0.404473464","1.478432646","1.516329735","16","6","164.0984223","-93.5376789099999968","44.0654728699999936","-93.5376403100000005","44.0654342699999901","1156.432616999999937","17.124186519999999","9736.155762000000323","173.859703099999990","18.370263099999999","1180.987793000000011","-93.537659609999992","44.065453569999981"
"1027","2020","6302020","61.717","88.855","56.785","70.54250572","0.199883867","0.180232713","0.2893578","0.639074897","59.208","-0.011821159","-0.045120252","59.21982116","0.349124523","0.385147721","1.439716772","1.480205678","16","7","200.7439648","-93.5376789099999968","44.0654342699999972","-93.5376403100000005","44.0653956699999938","1156.483154000000013","16.974801060000001","10981.958010000000286","196.106170700000007","21.213780400000001","1363.742858999999953","-93.537659609999992","44.065414969999992"
"1028","2020","6302020","58.274","85.909","53.763","67.49487765","0.210604006","0.191666146","0.305629286","0.625813361","59.781","-0.021851414","-0.053756075","59.80285141","0.369749218","0.403998223","1.474225212","1.514314039","16","8","200.9155621","-93.5376789099999968","44.0653956699999938","-93.5376403100000005","44.0653570699999904","1155.673401000000013","17.031695370000001","11355.793460000000778","202.781806899999992","21.264902119999999","1367.031128000000081","-93.537659609999992","44.065376369999996"
"1029","2020","6302020","56.655","84.869","52.508","66.25613494","0.217191763","0.199358413","0.316954255","0.618694694","60.575","-0.028613837","-0.058535705","60.60361384","0.383476039","0.415413403","1.497996646","1.536399272","16","9","199.3483478","-93.5376789099999968","44.0653570699999975","-93.5376403100000005","44.0653184699999940","1155.112853999999970","17.060090070000001","11330.691890000000058","202.333572400000008","20.861184120000001","1341.085448999999926","-93.537659609999992","44.065337769999999"
"103","2020","6302020","43.637","65.806","40.67","51.27919105","0.219086787","0.202562064","0.322350341","0.618028751","47.305","-0.031404342","-0.059075496","47.33640434","0.389156497","0.418616142","1.508032175","1.543810481","62","3","170.8918147","-93.5394545099999988","44.0655886699999968","-93.5394159100000024","44.0655500699999934","1154.393004999999903","17.723694800000001","9490.776122999999643","169.477928200000008","16.776778700000001","1078.668609999999944","-93.539435209999994","44.065569369999992"
"1030","2020","6302020","55.433","83.931","52.135","65.40970487","0.218908616","0.204486094","0.326703275","0.621165005","60.294","-0.033027849","-0.05713868","60.32702785","0.392557565","0.418184107","1.5140981","1.545342694","16","10","201.3937959","-93.5376789099999968","44.0653184699999940","-93.5376403100000005","44.0652798699999906","1154.460205000000087","17.002799029999998","11428.670899999999165","204.083190900000005","21.147230149999999","1359.467407000000094","-93.537659609999992","44.065299169999989"
"1031","2020","6302020","53.778","80.136","51.276","63.09537742","0.208113792","0.196827815","0.31895738","0.639862234","55.218","-0.02617204","-0.045086668","55.24417204","0.378973737","0.399187092","1.490126074","1.513954953","16","11","209.5923099","-93.5376789099999968","44.0652798699999977","-93.5376403100000005","44.0652412699999942","1153.923888999999917","16.952236180000000","11854.116210000000137","211.680412300000000","21.519044879999999","1383.360779000000093","-93.537659609999992","44.065260569999992"
"1032","2020","6302020","44.567","69.789","43.405","53.97751394","0.226789717","0.220556858","0.355484771","0.621946152","51.606","-0.046875971","-0.057187771","51.65287597","0.420651009","0.431462434","1.565934436","1.579771581","16","12","210.577367","-93.5376789099999968","44.0652412699999942","-93.5376403100000005","44.0652026699999908","1153.133117999999968","16.924863810000002","12244.577639999999519","218.652931200000012","22.536557200000001","1448.760375999999951","-93.537659609999992","44.065221970000003"
"1033","2020","6302020","44.866","69.184","43.061","53.70795575","0.222899313","0.213222271","0.342560115","0.622412697","50.441","-0.040554767","-0.056638937","50.48155477","0.407899889","0.424870615","1.542013997","1.563244053","16","13","215.0017589","-93.5376789099999968","44.0652026699999979","-93.5376403100000005","44.0651640699999945","1152.679932000000008","16.936321260000000","12313.218750000000000","219.878646900000007","22.701848980000001","1459.381957999999941","-93.537659609999992","44.065183370000000"
"1034","2020","6302020","49.532","74.852","47.199","58.54908633","0.214957291","0.203563159","0.328043014","0.630564314","52.973","-0.03209642","-0.051132105","53.00509642","0.390927097","0.411168804","1.511184689","1.535659448","16","14","207.7091742","-93.5376789099999968","44.0651640699999945","-93.5376403100000005","44.0651254699999910","1152.164733999999953","16.934396740000000","12113.139160000000629","216.305801400000007","22.264988899999999","1431.298706000000038","-93.537659609999992","44.065144769999989"
"1035","2020","6302020","55.558","83.147","52.228","65.13544595","0.21347052","0.198904149","0.319032806","0.628140522","58.508","-0.028103052","-0.052519994","58.53610305","0.382668825","0.408731199","1.49658015","1.527702429","16","15","207.1993196","-93.5376789099999968","44.0651254699999981","-93.5376403100000005","44.0650868699999947","1151.627013999999917","16.931157110000001","11701.631349999999657","208.957458500000001","21.613967899999999","1389.462035999999898","-93.537659609999992","44.065106169999993"
"1036","2020","6302020","57.048","85.618","53.613","66.98076838","0.21488345","0.200257945","0.320820186","0.626188418","60.575","-0.02929911","-0.053799948","60.60429911","0.385073205","0.411198907","1.500806339","1.53216582","16","16","201.840784","-93.5376789099999968","44.0650868699999947","-93.5376403100000005","44.0650482699999912","1150.889464999999973","16.924196240000001","11479.808109999999942","204.996322600000013","21.636043550000000","1390.885498000000098","-93.537659609999992","44.065067569999997"
"1037","2020","6302020","59.364","86.884","54.585","68.44081671","0.207909161","0.188173513","0.300230191","0.628251462","59.819","-0.018793724","-0.05210797","59.83779372","0.363476586","0.399328974","1.463580621","1.505062198","16","17","206.2868558","-93.5376789099999968","44.0650482699999984","-93.5376403100000005","44.0650096699999949","1150.263122999999950","16.866782189999999","11479.475590000000011","204.990379300000001","21.640587810000000","1391.182434000000057","-93.537659609999992","44.065028970000000"
"1038","2020","6302020","60.089","88.643","54.768","69.44494989","0.213693294","0.191982895","0.303882338","0.617849125","62.429","-0.02220344","-0.058809828","62.45120344","0.370316862","0.409616759","1.475195127","1.521453714","16","18","203.2049588","-93.5376789099999968","44.0650096699999949","-93.5376403100000005","44.0649710699999915","1149.721680000000106","16.854202269999998","11627.255370000000767","207.629302999999993","21.764540669999999","1399.147766000000047","-93.537659609999992","44.064990369999990"
"1039","2020","6302020","61.83","90.647","56.508","71.25770502","0.21011107","0.188992438","0.300274047","0.62338522","62.956","-0.019546857","-0.055199177","62.97554686","0.364949556","0.403303086","1.466068252","1.510674607","16","19","206.5270421","-93.5376789099999968","44.0649710699999986","-93.5376403100000005","44.0649324699999951","1149.174682999999959","16.845351220000001","11936.388179999999920","213.149520899999999","22.410940170000000","1440.689818999999943","-93.537659609999992","44.064951769999986"
"104","2020","6302020","48.81","73.483","45.626","57.34079195","0.217603831","0.201753167","0.32182034","0.620905516","52.53","-0.030663594","-0.057209726","52.56066359","0.387724272","0.416002044","1.505490678","1.539691725","62","4","161.2893989","-93.5394545099999988","44.0655500699999934","-93.5394159100000024","44.0655114699999899","1155.281860000000052","17.953718660000000","10222.312500000000000","182.541068999999993","18.118588920000001","1164.769896999999901","-93.539435209999994","44.065530769999995"
"1040","2020","6302020","62.067","91.593","57.087","71.8807246","0.211788053","0.192151503","0.305737629","0.623268154","64.032","-0.022297826","-0.055380148","64.05429783","0.37061894","0.406122795","1.475711731","1.51739017","16","20","216.0317813","-93.5376789099999968","44.0649324699999951","-93.5376403100000005","44.0648938699999917","1148.770142000000078","16.867486950000000","12194.597169999999096","217.760398900000013","22.966497420000000","1476.396972999999889","-93.537659609999992","44.064913169999997"
"1041","2020","6302020","45.094","67.447","41.527","52.62147335","0.217922037","0.198620947","0.314768919","0.615698252","48.273","-0.02800971","-0.060422671","48.30100971","0.382165363","0.416785658","1.495697876","1.537309632","15","1","167.0295148","-93.5376403100000005","44.0656658699999966","-93.5376017100000041","44.0656272699999931","1156.835387999999966","17.616550920000002","9648.411620999999286","172.292869599999989","18.327604290000000","1178.230011000000104","-93.537621009999995","44.065646569999991"
"1042","2020","6302020","45.058","68.528","41.309","53.01805865","0.226874583","0.206627577","0.324722941","0.602804693","50.689","-0.035164466","-0.069049356","50.72416447","0.396333705","0.432304141","1.520884194","1.565522499","15","2","153.4245971","-93.5376403100000005","44.0656272699999931","-93.5376017100000041","44.0655886699999897","1155.956725999999890","17.591959950000000","9037.252930000000561","161.379337300000003","16.063942910000002","1032.938460999999961","-93.537621009999995","44.065607969999988"
"1043","2020","6302020","46.998","71.957","44.758","55.94610626","0.221317945","0.209818839","0.336388264","0.622010367","52.158","-0.037625601","-0.056781074","52.1956256","0.40194258","0.422212215","1.531065152","1.556166889","15","3","168.839284","-93.5376403100000005","44.0655886699999968","-93.5376017100000041","44.0655500699999934","1155.326080000000047","17.827204699999999","9246.896484000000783","165.122966800000000","16.183839800000001","1040.618774000000030","-93.537621009999995","44.065569369999992"
"1044","2020","6302020","42.67","66.499","40.637","51.29721133","0.229726544","0.218276251","0.347706181","0.611091896","49.691","-0.045131704","-0.064130943","49.7361317","0.416699073","0.436662363","1.558448559","1.583989892","15","4","156.5179857","-93.5376403100000005","44.0655500699999934","-93.5376017100000041","44.0655114699999899","1155.325806000000057","18.030404090000001","9424.281005999999252","168.290542600000009","17.787681100000000","1143.479888999999957","-93.537621009999995","44.065530769999995"
"1045","2020","6302020","41.192","63.65","39.393","49.32853067","0.224715588","0.214208046","0.343137405","0.618900236","46.715","-0.041468437","-0.058930218","46.75646844","0.409620615","0.428030753","1.545202952","1.56835247","15","5","154.2156846","-93.5376403100000005","44.0655114699999970","-93.5376017100000041","44.0654728699999936","1155.230681999999888","17.967636110000001","8638.279540999999881","154.254791299999994","12.981231449999999","834.609146099999975","-93.537621009999995","44.065492169999999"
"1046","2020","6302020","44.794","68.057","42.275","52.99507307","0.2197524","0.206139068","0.3296163","0.621170489","49.045","-0.03445844","-0.057192218","49.07945844","0.39547317","0.419603371","1.519332946","1.548899786","15","6","154.0658697","-93.5376403100000005","44.0654728699999936","-93.5376017100000041","44.0654342699999901","1154.869324000000006","17.834669590000001","9367.705566000000545","167.280246699999992","17.741572380000001","1140.603789999999890","-93.537621009999995","44.065453569999981"
"1047","2020","6302020","48.232","72.914","45.677","56.94782861","0.216566487","0.203737639","0.327048192","0.626450339","51.919","-0.032304898","-0.053746786","51.9513049","0.391235474","0.414035498","1.511734948","1.539384136","15","7","178.4110618","-93.5376403100000005","44.0654342699999972","-93.5376017100000041","44.0653956699999938","1154.444275000000061","17.778203009999999","10503.847410000000309","187.568485299999992","20.754739760000000","1334.232940999999983","-93.537621009999995","44.065414969999992"
"1048","2020","6302020","46.489","70.591","43.416","54.86123543","0.221894784","0.205859242","0.327188315","0.615035911","51.277","-0.034308643","-0.061114296","51.31130864","0.394980009","0.423443778","1.518445224","1.553421679","15","8","187.7551707","-93.5376403100000005","44.0653956699999938","-93.5376017100000041","44.0653570699999904","1154.045104999999921","17.791003700000001","10838.362549999999828","193.541969300000005","20.848711009999999","1340.272858000000042","-93.537621009999995","44.065376369999996"
"1049","2020","6302020","45.32","69.475","42.804","53.89143544","0.223830117","0.210418572","0.335528052","0.616106513","50.826","-0.038242628","-0.060593024","50.86424263","0.402994184","0.426636091","1.532987643","1.562423999","15","9","187.5215578","-93.5376403100000005","44.0653570699999975","-93.5376017100000041","44.0653184699999940","1153.280211999999892","17.812154769999999","10778.576660000000629","192.474365199999994","20.485434529999999","1316.915527000000111","-93.537621009999995","44.065337769999999"
"105","2020","6302020","58.197","86.375","55.029","68.00912261","0.208143341","0.194906344","0.314686799","0.637094067","59.524","-0.024544967","-0.046765297","59.54854497","0.375546256","0.399329709","1.484183033","1.512106401","62","5","209.426925","-93.5394545099999988","44.0655114699999970","-93.5394159100000024","44.0654728699999936","1156.774627999999893","18.006242279999999","11536.835450000000492","206.014682800000003","15.365980629999999","987.888320900000053","-93.539435209999994","44.065492169999999"
"1050","2020","6302020","43.253","67.618","40.695","51.95863405","0.233995182","0.219759901","0.347198472","0.601836789","51.288","-0.046605439","-0.07023343","51.33460544","0.419271339","0.444069278","1.563313527","1.595373308","15","10","179.9770139","-93.5376403100000005","44.0653184699999940","-93.5376017100000041","44.0652798699999906","1152.667052999999896","17.769539360000000","10860.161620000000767","193.931243899999998","21.146084309999999","1359.389251999999942","-93.537621009999995","44.065299169999989"
"1051","2020","6302020","43.18","67.322","41.604","52.05015818","0.227227154","0.218475684","0.350402044","0.617985205","49.86","-0.045165871","-0.059671545","49.90516587","0.417045126","0.432282396","1.559101436","1.57852515","15","11","190.7705266","-93.5376403100000005","44.0652798699999977","-93.5376017100000041","44.0652412699999942","1152.080138999999917","17.667331220000001","11174.615719999999783","199.546485899999993","21.778709889999998","1400.053497000000107","-93.537621009999995","44.065260569999992"
"1052","2020","6302020","40.21","63.529","39.558","49.04967993","0.228646302","0.224785278","0.363331827","0.622676258","47.29","-0.050489543","-0.05685953","47.34048954","0.427947067","0.434600576","1.579930366","1.588554656","15","12","191.3703474","-93.5376403100000005","44.0652412699999942","-93.5376017100000041","44.0652026699999908","1151.455780000000004","17.619126800000000","11490.180179999999382","205.181564299999991","22.082251549999999","1419.565581999999949","-93.537621009999995","44.065221970000003"
"1053","2020","6302020","40.145","63.868","39.866","49.26134524","0.229726542","0.22807726","0.369822439","0.624193649","47.725","-0.053273932","-0.055988713","47.77827393","0.433599029","0.436426187","1.590932868","1.594631889","15","13","190.6665724","-93.5376403100000005","44.0652026699999979","-93.5376017100000041","44.0651640699999945","1150.882812999999942","17.603565220000000","11531.541499999999360","205.920150799999988","22.349891660000001","1436.754822000000104","-93.537621009999995","44.065183370000000"
