Plot,Year,Date,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,Range,Row,Mean.Yld.bu.ac,left,top,right,bottom,Crop Flw(M,Crop Flw(V,Elevation(,Moisture(%,Yld Mass(D,Yld Vol(Dr,id_old,X,Y,Height
1013,2022,7132022,72.225,104.61,63.607,82.06816917,0.212686783,0.183136822,0.286015826,0.608039384,73.388,-0.01453573,-0.064714983,73.40253573,0.354387799,0.408645629,1.448390447,1.510989582,5,21,232.0219151,-93.529918931,44.077265119,-93.529879931,44.077226119,21.53952869,1384.0554,1145.946737,18.492836,13046.28616,232.9691488,1209,-93.52993617085933,44.077221448039936,0.25928
1014,2022,7132022,72.042,106.79,63.718,82.97416744,0.222762924,0.19430527,0.301857289,0.596666355,77.82,-0.024453515,-0.072499691,77.84445351,0.374472503,0.426005318,1.482329752,1.544193047,5,22,232.1938141,-93.529918931,44.077226119,-93.529879931,44.077187119,20.89800919,1342.956363,1145.99233,18.6444681,12671.77091,226.2813827,1210,-93.52993617085933,44.07718244803993,0.25167
1026,2022,7132022,77.33,103.96,68.814,84.70139136,0.174476931,0.14689172,0.23676162,0.661927664,61.776,0.017200844,-0.030468925,61.75879916,0.287578313,0.34014953,1.344368292,1.397628579,4,3,196.2255068,-93.529879931,44.077967119,-93.529840931,44.077928119,16.90524382,1086.337858,1147.202087,19.40957265,11739.08979,209.6263707,1224,-93.52989717085934,44.077923448039925,0.2207
1027,2022,7132022,68.489,97.833,59.727,77.09161982,0.208254858,0.176428855,0.275284957,0.610499525,67.45,-0.00861937,-0.062885481,67.45861937,0.342205821,0.401162209,1.428448364,1.495069691,4,4,202.7257301,-93.529879931,44.077928119,-93.529840931,44.077889119,20.40397975,1311.63099,1146.95568,19.0861461,13371.45609,238.775766,1225,-93.52989717085934,44.07788444803993,0.26725
1028,2022,7132022,65.726,96.265,57.633,75.07422991,0.218972487,0.188522819,0.292636885,0.598691113,69.171,-0.01934488,-0.07093396,69.19034488,0.364105035,0.419685193,1.464641086,1.53015062,4,5,234.9496631,-93.529879931,44.077889119000005,-93.529840931,44.077850119,22.8782932,1470.880405,1146.517317,18.95399083,14081.01801,251.4464628,1226,-93.52989717085934,44.07784544803994,0.27884
1029,2022,7132022,69.019,100.83,61.801,79.05625605,0.213065448,0.187289887,0.294415445,0.612922741,70.84,-0.018145478,-0.061768185,70.85814548,0.361885727,0.408896318,1.46090207,1.515640379,4,6,244.466416,-93.529879931,44.077850119,-93.529840931,44.077811119,22.99410354,1477.990092,1146.029626,18.97040214,13920.61995,248.5822135,1227,-93.52989717085934,44.07780644803994,0.26405
1030,2022,7132022,68.32,101.14,60.057,78.53611749,0.22350351,0.193674023,0.299991774,0.593800672,73.903,-0.023928511,-0.074330877,73.92692851,0.373344051,0.427437693,1.480386417,1.54531791,4,7,235.1641434,-93.529879931,44.077811119,-93.529840931,44.077772119,22.94266611,1474.516595,1145.720317,18.98655478,13433.27393,239.8796289,1228,-93.52989717085934,44.07776744803993,0.2781
1031,2022,7132022,69.302,102.57,60.947,79.6615945,0.223295934,0.193562651,0.299914357,0.594199084,74.891,-0.023826234,-0.074066979,74.91482623,0.37314487,0.427068962,1.480043866,1.54473434,4,8,242.7379862,-93.529879931,44.077772119,-93.529840931,44.077733119,23.44800669,1507.235323,1145.522156,19.00872695,13413.67461,239.5296494,1229,-93.52989717085934,44.077728448039935,0.27897
1032,2022,7132022,70.477,103.88,61.388,80.67744103,0.223467059,0.191578199,0.295682886,0.590951097,75.895,-0.022109483,-0.076085601,75.91710948,0.369591571,0.42762453,1.473956042,1.543307685,4,9,249.0112494,-93.529879931,44.077733119,-93.529840931,44.077694119,23.32214419,1499.227451,1145.22521,19.05648942,13510.33103,241.2556568,1230,-93.52989717085934,44.077689448039926,0.28275
1033,2022,7132022,70.008,102.46,60.736,79.7663951,0.220982888,0.188162442,0.290444993,0.592777669,74.176,-0.01907686,-0.074739713,74.19507686,0.363456662,0.423459076,1.463547023,1.534451885,4,10,248.0275819,-93.529879931,44.077694119,-93.529840931,44.077655119,22.87684578,1470.410221,1145.0515,19.05985594,13436.02116,239.9286969,1231,-93.52989717085934,44.077650448039925,0.2732
1034,2022,7132022,69.96,101.96,60.643,79.5148134,0.219168787,0.186133085,0.287570657,0.59477246,73.317,-0.017268439,-0.073355607,73.33426844,0.359800686,0.420349659,1.457404231,1.528442285,4,11,246.1638308,-93.529879931,44.077655119,-93.529840931,44.077616119,22.85579968,1469.134111,1144.971375,19.02224551,13290.81546,237.3357391,1232,-93.52989717085934,44.07761144803993,0.26696
1035,2022,7132022,70.352,102.47,61.805,80.14437562,0.215911147,0.185844395,0.289307043,0.603152142,72.783,-0.016951161,-0.067950406,72.79995116,0.359279929,0.414325841,1.456532863,1.520731293,4,12,245.763165,-93.529879931,44.077616119000005,-93.529840931,44.077577119,22.9931839,1477.854484,1144.976066,19.02556337,13387.55726,239.0632701,1233,-93.52989717085934,44.07757244803994,0.26144
1036,2022,7132022,69.464,102.29,59.562,79.23829722,0.226476742,0.191122186,0.292587707,0.582285658,75.554,-0.021790105,-0.081720244,75.57579011,0.368773914,0.43325643,1.472561327,1.549939093,4,13,247.7744284,-93.529879931,44.077577119,-93.529840931,44.077538119,22.85948377,1469.270779,1144.865872,19.01360549,13262.13599,236.823602,1234,-93.52989717085934,44.07753344803994,0.26902
1037,2022,7132022,69.568,102.47,60.034,79.46464346,0.225197434,0.191248445,0.293757366,0.585869035,75.338,-0.021867352,-0.079382261,75.35986735,0.369000345,0.4308681,1.472947332,1.547046235,4,14,242.4895114,-93.529879931,44.077538119,-93.529840931,44.077499119,22.83633746,1467.733175,1144.827735,18.96747096,13162.04747,235.03631,1235,-93.52989717085934,44.077494448039936,0.269
1038,2022,7132022,69.222,102.88,59.762,79.47216772,0.22935736,0.195570069,0.299608332,0.580890358,76.776,-0.025744402,-0.082864093,76.8017444,0.376731059,0.437972156,1.486232701,1.560768697,4,15,244.0894424,-93.529879931,44.077499119,-93.529840931,44.077460119,22.84396076,1468.273743,1144.971924,18.9110562,13064.75949,233.2990282,1236,-93.52989717085934,44.077455448039935,0.26377
1039,2022,7132022,70.496,103.57,60.377,80.29490031,0.225633334,0.190008388,0.290916448,0.582958386,76.267,-0.020796526,-0.081223154,76.28779653,0.366775028,0.431847597,1.469161371,1.546956322,4,16,245.010491,-93.529879931,44.077460119,-93.529840931,44.077421119,21.79213905,1400.389172,1145.054012,18.86291841,12654.73171,225.9771052,1237,-93.52989717085934,44.07741644803993,0.25407
1040,2022,7132022,71.037,102.86,61.121,80.33723008,0.217717638,0.182999132,0.282178832,0.594215438,73.562,-0.014501868,-0.073571386,73.57650187,0.354138627,0.418061501,1.447977814,1.52231618,4,17,231.3336286,-93.529879931,44.077421119,-93.529840931,44.077382119,20.78857761,1335.947218,1145.174472,18.8095532,12189.77669,217.674327,1238,-93.52989717085934,44.077377448039925,0.2312
1041,2022,7132022,69.714,104.38,60.207,80.37435131,0.232782471,0.199122313,0.304389439,0.576805902,78.839,-0.028938844,-0.085745259,78.86793884,0.383056551,0.443792181,1.497260235,1.572173256,4,18,228.4939776,-93.529879931,44.077382119,-93.529840931,44.077343119,20.68054273,1329.097941,1145.042626,18.77639352,12441.78139,222.1744003,1239,-93.52989717085934,44.07733844803992,0.24381
1042,2022,7132022,72.682,106.07,64.132,82.95868741,0.215862263,0.186783924,0.291292968,0.604619591,75.326,-0.017766506,-0.067049291,75.34376651,0.360974099,0.414125621,1.459370958,1.521475432,4,19,225.5605542,-93.529879931,44.077343119000005,-93.529840931,44.077304119,21.01039526,1350.304494,1145.034851,18.84463051,12876.7235,229.9412206,1240,-93.52989717085934,44.077299448039945,0.2421
1043,2022,7132022,69.028,103.03,60.481,79.66177888,0.228122979,0.197619407,0.304740224,0.587023197,76.551,-0.027482702,-0.078939877,76.5784827,0.380383533,0.435447656,1.49258272,1.559749002,4,20,234.0931976,-93.529879931,44.077304119,-93.529840931,44.077265119,21.30138652,1368.965092,1144.873637,18.88980109,13005.86439,232.2473063,1241,-93.52989717085934,44.07726044803994,0.24399
1044,2022,7132022,70.328,102.99,60.782,80.0987291,0.222106856,0.188451286,0.290236013,0.590173803,74.87,-0.019354122,-0.076442546,74.88935412,0.363976357,0.425509121,1.464423843,1.537317014,4,21,230.7359454,-93.529879931,44.077265119,-93.529840931,44.077226119,21.27397182,1367.197951,1144.893256,18.96557501,13062.63883,233.2611499,1242,-93.52989717085934,44.077221448039936,0.24383
1056,2022,7132022,66.251,92.751,61.081,74.66108215,0.185945262,0.16666457,0.270626321,0.658548156,58.17,1.82e-06,-0.032885775,58.16999818,0.324320465,0.360180052,1.399993962,1.438389488,3,2,190.8573279,-93.529840931,44.078006119,-93.52980193100002,44.077967119,16.23234393,1043.099552,1147.247941,21.14715888,11229.6388,200.5290151,1256,-93.52985817085933,44.077962448039926,0.25498
1057,2022,7132022,69.612,94.612,64.28,77.30713526,0.171245002,0.152231099,0.250140078,0.679406418,55.332,0.012449673,-0.020218464,55.31955033,0.297566305,0.333438195,1.359133483,1.395682576,3,3,214.9769766,-93.529840931,44.077967119,-93.52980193100002,44.077928119,18.52763481,1190.760693,1147.128813,19.92016614,11760.19046,210.0031469,1257,-93.52985817085933,44.077923448039925,0.25076
1058,2022,7132022,62.828,89.634,55.942,70.97210462,0.202987539,0.17582086,0.277724824,0.624115849,60.498,-0.008036314,-0.054294543,60.50603631,0.341097386,0.391335927,1.426656905,1.482886186,3,4,216.9898429,-93.529840931,44.077928119,-93.52980193100002,44.077889119,22.00232742,1414.092881,1146.924893,19.57319939,12896.79477,230.2996625,1258,-93.52985817085933,44.07788444803993,0.28288
1059,2022,7132022,64.187,93.337,56.408,73.06077151,0.215052609,0.185051167,0.288282764,0.604347686,66.079,-0.016244414,-0.067151244,66.09524441,0.357848203,0.412824123,1.454141804,1.518064356,3,5,233.4603953,-93.529840931,44.077889119000005,-93.52980193100002,44.077850119,23.90199547,1536.341626,1146.64884,19.4209856,13677.13174,244.234229,1259,-93.52985817085933,44.07784544803994,0.28418
106,2022,7132022,55.096,83.15,50.929,64.66130929,0.221334802,0.202928114,0.321289096,0.61249549,60.275,-0.031799128,-0.062637241,60.30679913,0.389804162,0.422631456,1.50918397,1.549229551,34,13,256.615206,-93.531049931,44.077577119,-93.531010931,44.077538119,28.39423339,1825.445671,1147.499504,18.2309042,14218.68783,253.9048406,244,-93.5310671708593,44.07753344803994,0.37312
1060,2022,7132022,67.745,98.129,60.03,77.07634001,0.211345758,0.183175181,0.287063981,0.611745763,68.483,-0.014546002,-0.062358347,68.497546,0.354457208,0.406144487,1.448505425,1.508014755,3,6,243.6848524,-93.529840931,44.077850119,-93.52980193100002,44.077811119,24.42340991,1569.670093,1146.371761,19.37909209,13760.60221,245.7247574,1260,-93.52985817085933,44.07780644803994,0.26759
1061,2022,7132022,63.849,96.238,56.322,74.18583676,0.231267212,0.202321238,0.312138004,0.585236601,72.305,-0.031650255,-0.080344163,72.33665025,0.388730237,0.440637168,1.507274977,1.571567387,3,7,248.2239984,-93.529840931,44.077811119,-93.52980193100002,44.077772119,24.60654526,1581.368066,1146.100692,19.41690191,13662.42783,243.9716405,1261,-93.52985817085933,44.07776744803993,0.2828
1062,2022,7132022,63.988,96.029,56.289,74.12710819,0.229820545,0.200234975,0.308894416,0.586166679,71.781,-0.029799451,-0.079629784,71.81079945,0.385032442,0.438242039,1.500734513,1.566187113,3,8,253.8854682,-93.529840931,44.077772119,-93.52980193100002,44.077733119,24.97460526,1605.135142,1145.891919,19.49250328,13785.46805,246.1687866,1262,-93.52985817085933,44.077728448039935,0.28661
1063,2022,7132022,64.124,95.17,54.831,73.42945557,0.230799075,0.194897485,0.297196136,0.576137438,71.385,-0.025202102,-0.085961938,71.4102021,0.375530436,0.440722849,1.484155698,1.56358542,3,9,251.8350793,-93.529840931,44.077733119,-93.52980193100002,44.077694119,25.01604938,1607.891675,1145.705396,19.55915178,13866.72598,247.6198186,1263,-93.52985817085933,44.077689448039926,0.2829
1064,2022,7132022,65.851,97.872,57.319,75.72042953,0.227566052,0.19558034,0.300937935,0.585652689,72.574,-0.025699188,-0.079737787,72.59969919,0.376749387,0.434675567,1.486264445,1.55655304,3,10,246.8518225,-93.529840931,44.077694119,-93.52980193100002,44.077655119,24.93081646,1602.395846,1145.519535,19.56700204,13839.86484,247.1401616,1264,-93.52985817085933,44.077650448039925,0.27524
1065,2022,7132022,65.883,97.888,58.29,75.98323134,0.223795042,0.19542532,0.303419573,0.595476463,71.603,-0.025451565,-0.073322195,71.62845157,0.376472747,0.42777363,1.485785407,1.54762166,3,11,247.2026952,-93.529840931,44.077655119,-93.52980193100002,44.077616119,24.86942971,1598.458069,1145.3521,19.52701829,13804.96152,246.5168925,1265,-93.52985817085933,44.07761144803993,0.27314
1066,2022,7132022,65.742,96.375,57.11,74.99267362,0.221475149,0.188956124,0.291723409,0.592581064,69.898,-0.019779498,-0.074904095,69.9177795,0.364884269,0.42427023,1.465957835,1.536307035,3,12,253.7597533,-93.529840931,44.077616119000005,-93.52980193100002,44.077577119,24.82501633,1595.634302,1145.181411,19.49687279,13781.50273,246.0979883,1266,-93.52985817085933,44.07757244803994,0.28046
1067,2022,7132022,65.51,96.005,56.464,74.60273324,0.223055952,0.188805993,0.290287575,0.588136035,70.036,-0.019685383,-0.077784557,70.05568538,0.364614323,0.427225069,1.46550145,1.539844005,3,13,244.9261127,-93.529840931,44.077577119,-93.52980193100002,44.077538119,24.63019308,1583.128243,1144.999377,19.46301505,13700.84258,244.6576294,1267,-93.52985817085933,44.07753344803994,0.28362
1068,2022,7132022,64.444,96.431,56.262,74.42530829,0.230112767,0.198831391,0.305765058,0.583443084,72.156,-0.028596692,-0.081350484,72.18459669,0.382539495,0.438942145,1.496353423,1.565562103,3,14,249.0282456,-93.529840931,44.077538119,-93.52980193100002,44.077499119,24.52262802,1576.165568,1144.824719,19.41603947,13663.90055,243.9979507,1268,-93.52985817085933,44.077494448039936,0.27603
1069,2022,7132022,62.726,94.624,55.327,72.9139433,0.231678387,0.202720051,0.31265499,0.584703669,71.195,-0.032009103,-0.080714887,71.2270091,0.389436063,0.441339099,1.508529159,1.572916601,3,15,248.2670725,-93.529840931,44.077499119,-93.52980193100002,44.077460119,24.49955514,1574.778247,1144.760746,19.36420466,13617.89541,243.1764333,1269,-93.52985817085933,44.077455448039935,0.27541
107,2022,7132022,54.15,82.001,49.856,63.6186745,0.223858989,0.204559643,0.322741758,0.607992585,59.996,-0.033283694,-0.065602907,60.02928369,0.39268742,0.427049942,1.514330563,1.556571485,34,14,257.2063089,-93.531049931,44.077538119,-93.531010931,44.077499119,28.24602331,1815.716488,1147.376497,18.05234884,14287.58809,255.1352071,245,-93.5310671708593,44.077494448039936,0.37881
1070,2022,7132022,63.649,94.035,55.467,72.96200956,0.224469865,0.192701859,0.297269534,0.589854841,68.954,-0.023112254,-0.07685256,68.97711225,0.371604553,0.429335004,1.477399488,1.546667623,3,16,246.64534,-93.529840931,44.077460119,-93.52980193100002,44.077421119,23.98135651,1541.387344,1144.661899,19.35234077,13430.86867,239.8366809,1270,-93.52985817085933,44.07741644803993,0.26706
1071,2022,7132022,65.219,96.422,56.996,74.83150865,0.224177059,0.193038895,0.298179559,0.591109913,70.629,-0.023396772,-0.076051172,70.65239677,0.372207831,0.428753502,1.478434199,1.546295205,3,17,244.2666356,-93.529840931,44.077421119,-93.52980193100002,44.077382119,23.06900927,1482.685787,1144.578715,19.36569436,12973.2446,231.6648259,1271,-93.52985817085933,44.077377448039925,0.24351
1072,2022,7132022,63.165,94.855,54.925,73.03890259,0.232683561,0.200544235,0.307386391,0.579041695,71.62,-0.030167414,-0.084341027,71.65016741,0.38558117,0.44342811,1.501701892,1.573254457,3,18,237.0222693,-93.529840931,44.077382119,-93.52980193100002,44.077343119,22.76573315,1463.186161,1144.416874,19.40885366,12822.36523,228.9705404,1272,-93.52985817085933,44.07733844803992,0.26187
1073,2022,7132022,63.237,94.632,54.942,72.96747439,0.231213591,0.198867415,0.305022006,0.580585848,71.085,-0.028664872,-0.083234419,71.11366487,0.382603531,0.440951906,1.496465677,1.568201997,3,19,234.8197056,-93.529840931,44.077343119000005,-93.52980193100002,44.077304119,22.99957066,1478.319051,1144.29058,19.46486861,12964.7847,231.5137309,1273,-93.52985817085933,44.077299448039945,0.25158
1074,2022,7132022,61.86,92.823,53.691,71.47375371,0.232721441,0.200170672,0.306588641,0.578423451,70.095,-0.029845374,-0.084730341,70.12484537,0.384918321,0.443544551,1.500533463,1.572997345,3,20,232.285622,-93.529840931,44.077304119,-93.52980193100002,44.077265119,23.04220711,1480.989634,1144.092002,19.47976112,13006.50703,232.2587714,1274,-93.52985817085933,44.07726044803994,0.25739
1075,2022,7132022,61.845,92.766,53.198,71.32171709,0.234513848,0.199992239,0.304901738,0.573464416,70.489,-0.029753283,-0.088007738,70.51875328,0.384601607,0.446847393,1.499975746,1.577122871,3,21,232.3521396,-93.529840931,44.077265119,-93.52980193100002,44.077226119,22.57172171,1450.775781,1144.022811,19.47621956,12990.66751,231.9759333,1275,-93.52985817085933,44.077221448039936,0.26262
108,2022,7132022,47.026,73.422,44.932,56.63073189,0.229838946,0.219148512,0.349541819,0.611969165,54.886,-0.045867699,-0.063594147,54.9318677,0.418211948,0.436823251,1.561306511,1.585169375,34,15,257.9379871,-93.531049931,44.077499119,-93.531010931,44.077460119,28.30164979,1819.364543,1147.404932,18.07043184,14374.99495,256.6960439,246,-93.5310671708593,44.077455448039935,0.38576
1089,2022,7132022,63.481,90.871,57.769,72.16793693,0.199648836,0.177451539,0.28359028,0.635725369,60.492,-0.009417267,-0.047116504,60.50141727,0.344068683,0.384938559,1.431467683,1.477125974,2,4,240.560732,-93.52980193100002,44.077928119,-93.529762931,44.077889119,22.99137001,1477.694853,1146.977641,20.02157777,12856.25788,229.5757701,1291,-93.52981917085934,44.07788444803993,0.28153
109,2022,7132022,38.812,61.685,37.887,47.42304411,0.23327452,0.227598834,0.365325028,0.614201183,46.671,-0.053100069,-0.062458088,46.72410007,0.432779174,0.442529578,1.589328043,1.602145629,34,16,259.4824308,-93.531049931,44.077460119,-93.531010931,44.077421119,28.55258698,1835.553408,1147.567666,18.086866,14519.75168,259.2809802,247,-93.5310671708593,44.07741644803993,0.38334
1090,2022,7132022,66.261,95.846,58.803,75.35420503,0.210344871,0.182502915,0.286387749,0.613515431,66.628,-0.013945045,-0.061209542,66.64194505,0.353240343,0.404356071,1.446491903,1.505167694,2,5,242.30508,-93.52980193100002,44.077889119000005,-93.529762931,44.077850119,24.98060174,1605.607151,1146.714111,19.88424301,13615.1652,243.12768,1292,-93.52981917085934,44.07784544803994,0.28352
1091,2022,7132022,69.81,99.571,62.292,78.88412051,0.202388572,0.175704477,0.277909029,0.62560384,67.04,-0.00792928,-0.053360556,67.04792928,0.340885127,0.390225337,1.426314282,1.481473395,2,6,248.1903044,-93.52980193100002,44.077850119,-93.529762931,44.077811119,26.30726809,1690.965824,1146.424849,19.80829001,13934.24761,248.8255552,1293,-93.52981917085934,44.07780644803994,0.26238
1092,2022,7132022,65.198,96.208,57.955,74.97897593,0.219486071,0.192124209,0.29975544,0.602392732,69.263,-0.022478016,-0.0687041,69.28547802,0.370570043,0.420224546,1.475628087,1.534644025,2,7,260.0853043,-93.52980193100002,44.077811119,-93.529762931,44.077772119,27.02687756,1737.263991,1146.17217,19.82778878,14121.73112,252.1734589,1294,-93.52981917085934,44.07776744803993,0.27388
1093,2022,7132022,65.772,97.314,57.972,75.62346057,0.222645207,0.193407159,0.300074205,0.595721068,70.884,-0.023673425,-0.073072225,70.90767343,0.372866743,0.425890382,1.479565773,1.543086446,2,8,268.6000653,-93.52980193100002,44.077772119,-93.529762931,44.077733119,27.08228982,1740.803984,1145.956405,19.9123874,14196.05924,253.5007507,1295,-93.52981917085934,44.077728448039935,0.2733
1094,2022,7132022,66.4,98.013,58.92,76.34805077,0.220030746,0.192277983,0.299669172,0.601144746,70.706,-0.022625407,-0.069515029,70.72862541,0.370845502,0.421209348,1.476099398,1.536031357,2,9,263.8928463,-93.52980193100002,44.077733119,-93.529762931,44.077694119,26.75570154,1719.782257,1145.793355,20.03138548,14144.44973,252.5791592,1296,-93.52981917085934,44.077689448039926,0.27032
1095,2022,7132022,66.837,98.242,58.671,76.50917456,0.220427837,0.190242248,0.295137584,0.597208933,70.976,-0.020872402,-0.071966927,70.9968724,0.367194935,0.422172388,1.469874471,1.535061814,2,10,259.8496881,-93.52980193100002,44.077694119,-93.529762931,44.077655119,26.55460728,1706.87168,1145.588667,20.12302287,14070.86179,251.2650914,1297,-93.52981917085934,44.077650448039925,0.26124
1096,2022,7132022,66.46,99.181,59.946,77.13046367,0.221561238,0.197541671,0.30957945,0.604410119,71.956,-0.027204582,-0.06763067,71.98320458,0.380245146,0.423479459,1.492341258,1.54449529,2,11,258.9010986,-93.52980193100002,44.077655119,-93.529762931,44.077616119,26.44635873,1699.915531,1145.365004,20.09340689,14052.66604,250.9401788,1298,-93.52981917085934,44.07761144803993,0.26348
1097,2022,7132022,63.912,95.548,56.145,73.86118754,0.228308903,0.198394582,0.306209166,0.587610416,71.039,-0.028158902,-0.078592797,71.0671589,0.381762822,0.435696323,1.494993116,1.56090885,2,12,253.3308311,-93.52980193100002,44.077616119000005,-93.529762931,44.077577119,26.23771216,1686.515116,1145.172734,20.00658258,14014.7585,250.2632579,1299,-93.52981917085934,44.07757244803994,0.28341
1098,2022,7132022,64.463,96.138,56.888,74.46305114,0.226144433,0.197227913,0.305410122,0.591732718,70.925,-0.02708091,-0.075841997,70.95208091,0.379686459,0.431872922,1.491367141,1.554759035,2,13,255.9867903,-93.52980193100002,44.077577119,-93.529762931,44.077538119,26.06397899,1675.342587,1144.979051,19.95726978,13959.1722,249.2706426,1300,-93.52981917085934,44.07753344803994,0.28244
1099,2022,7132022,65.95,98.833,58.861,76.55495131,0.225923089,0.199553352,0.310445422,0.595560187,72.855,-0.029077462,-0.07345424,72.88407746,0.383822308,0.431219476,1.498605004,1.556442582,2,14,252.2867037,-93.52980193100002,44.077538119,-93.529762931,44.077499119,26.00280841,1671.335063,1144.809625,19.9616704,13940.9573,248.9453778,1301,-93.52981917085934,44.077494448039936,0.25221
